"easting","northing","npoints","id","date","dist"
274511.084856406,5802208.39163837,28,"Iona","2023-06-23",40.230643939989
274550.54368786,5802216.2341719,23,"Iona","2023-06-23",40.230643939989
274510.389882679,5802200.83532582,23,"Iona","2023-06-24",57.5414164419645
274494.89472608,5802110.53716563,22,"Iona","2023-06-26",26.0254974283732
274561.927816404,5802144.18606459,26,"Iona","2023-06-29",56.0493247385991
274566.807657974,5802149.12004408,18,"Iona","2023-07-01",43.395933598703
274608.082021587,5802162.52280354,20,"Iona","2023-07-01",43.395933598703
274563.300245389,5802145.15120667,23,"Iona","2023-07-02",75.7579755062366
274603.439065505,5802150.47349878,23,"Iona","2023-07-06",53.9059382255208
274617.975780144,5802201.76414013,21,"Iona","2023-07-07",59.5783621008694
274677.28533155,5802207.41731116,48,"Iona","2023-07-07",59.5783621008694
274672.059266397,5802200.58892913,62,"Iona","2023-07-08",12.486243006932
274671.542890769,5802203.61494076,44,"Iona","2023-07-09",11.0456680378866
274671.40252707,5802207.28360955,34,"Iona","2023-07-10",17.8701151027311
274674.755432345,5802208.87346204,21,"Iona","2023-07-11",11.0027091675167
274689.566069496,5802148.49464256,29,"Iona","2023-07-14",63.1120768552951
274410.424054482,5802067.61314138,23,"Iona","2023-07-16",20.4459221694393
274662.963592398,5802208.4701338,38,"Iona","2023-07-17",129.766437081334
274675.657053157,5802365.34704496,16,"Iona","2023-07-18",156.32143509723
274415.994984304,5802063.89669232,24,"Iona","2023-07-20",17.6870718998827
274608.844299587,5802148.75645235,35,"Iona","2023-07-21",16.7101087340976
274670.52466254,5802204.01862145,24,"Iona","2023-07-22",84.9165343206211
274675.667247058,5802206.79028814,22,"Iona","2023-07-24",8.51634472222949
274663.859487075,5802225.06089848,23,"Iona","2023-07-25",21.7589369022615
274671.784627061,5802208.85144638,47,"Iona","2023-07-26",22.3802635252052
274672.522630845,5802200.25048326,56,"Iona","2023-07-27",116.768299019119
274778.788148416,5802248.64960961,49,"Iona","2023-07-27",116.768299019119
274673.535396352,5802204.40667362,82,"Iona","2023-07-28",68.5049190114304
274673.547015579,5802201.60149825,82,"Iona","2023-07-29",44.9383555534523
274677.881641168,5802203.51784044,87,"Iona","2023-07-30",52.3566156820413
274677.548528318,5802210.07862259,86,"Iona","2023-07-31",51.0801569921606
274685.507082277,5802172.85790945,26,"Iona","2023-08-01",45.4694320398784
274709.703569875,5802134.36116624,18,"Iona","2023-08-01",45.4694320398784
274685.967358636,5802158.55468147,47,"Iona","2023-08-02",61.5397799944925
274667.481677367,5802217.2524166,102,"Iona","2023-08-02",61.5397799944925
274671.005119429,5802205.12400735,69,"Iona","2023-08-03",47.5554761866018
274698.384830686,5802166.24117403,76,"Iona","2023-08-03",47.5554761866018
274936.09836508,5801641.56162403,66,"Iona","2022-12-15",30.174588445808
274933.322508413,5801671.60826124,128,"Iona","2022-12-15",30.174588445808
274363.294784008,5801780.37936408,332,"Iona","2022-12-16",31.9688624781073
274360.79291579,5801748.50854948,239,"Iona","2022-12-16",31.9688624781073
274351.790000567,5801778.36253941,373,"Iona","2022-12-17",20.6391330992678
274418.313959466,5801845.05560029,331,"Iona","2022-12-18",16.7132910433015
274417.423578883,5801847.21115743,312,"Iona","2022-12-19",84.0951229512968
274417.81838984,5801844.2539524,122,"Iona","2022-12-20",11.0595845659735
274420.962595939,5801843.23625806,163,"Iona","2022-12-21",11.3620559168573
274414.176979752,5801851.17699711,118,"Iona","2022-12-22",25.1086456812269
274419.31477916,5801845.73793982,81,"Iona","2022-12-23",8.84844532357089
274417.598886825,5801847.50675346,218,"Iona","2022-12-24",16.0732062659913
274431.272189257,5801856.22154544,64,"Iona","2022-12-25",17.0008260700498
274421.165792229,5801849.82596984,137,"Iona","2022-12-26",22.392991346327
274457.388282515,5801830.71275065,29,"Iona","2022-12-27",40.7870489965606
274420.26197179,5801847.60122062,91,"Iona","2022-12-27",40.7870489965606
274420.062972326,5801853.29515562,44,"Iona","2022-12-28",11.9096711225094
274417.325226881,5801840.48064554,82,"Iona","2022-12-29",16.8077359664667
274418.336711428,5801850.7494781,65,"Iona","2022-12-30",8.31855589185982
274418.610749747,5801852.75765225,85,"Iona","2022-12-31",9.93793964299094
274413.101362734,5801847.87908196,48,"Iona","2023-01-01",9.4204792271563
274417.685850823,5801845.09887966,28,"Iona","2023-01-02",8.30500745992148
274515.060029151,5801968.78758007,19,"Iona","2023-01-03",155.140370022795
274416.520122424,5801848.96095034,44,"Iona","2023-01-03",155.140370022795
274420.74704866,5801846.28657943,107,"Iona","2023-01-04",25.3341139970686
274425.018999241,5801848.94286111,68,"Iona","2023-01-05",113.133409417064
274421.715268784,5801851.97024927,410,"Iona","2023-01-06",20.4745348174096
274430.493498571,5801854.27594621,96,"Iona","2023-01-07",34.6102481441858
274443.904487952,5801822.36960451,60,"Iona","2023-01-07",34.6102481441858
274419.031404831,5801854.43998993,143,"Iona","2023-01-08",24.2034135163435
274425.675354533,5801860.99740104,94,"Iona","2023-01-09",29.2918459329205
274417.001493255,5801848.30726116,98,"Iona","2023-01-10",16.0441492340931
274416.444489709,5801846.64048942,98,"Iona","2023-01-11",11.612383658211
274416.456537743,5801848.56491057,118,"Iona","2023-01-12",20.4389850544505
274340.981364461,5801853.73889441,93,"Iona","2023-01-13",147.472918759906
273894.639709841,5802076.61687532,148,"Iona","2023-01-14",42.9445241573119
273904.680871817,5802118.37100352,25,"Iona","2023-01-14",42.9445241573119
274389.748804343,5801847.35884704,89,"Iona","2023-01-15",20.3658581279091
274387.150546078,5801852.07246844,100,"Iona","2023-01-16",21.6770246721028
274392.681895522,5801854.17625861,58,"Iona","2023-01-17",26.1383421313347
274338.9451385,5801879.18169464,30,"Iona","2023-01-18",69.602452350642
274413.804456608,5801842.40072551,31,"Iona","2023-01-19",21.08932410302
274334.394530041,5801888.54011605,66,"Iona","2023-01-20",14.669575381131
274333.544176668,5801877.65564125,159,"Iona","2023-01-21",16.0435777088832
274254.675011931,5801821.03955706,166,"Iona","2023-01-22",35.0617354393667
274289.198501832,5801827.15951924,57,"Iona","2023-01-22",35.0617354393667
274181.276728834,5801835.8184512,135,"Iona","2023-01-23",12.1601948432521
274183.809420842,5801835.34283316,87,"Iona","2023-01-24",26.5452630792478
274313.053020274,5801816.00850808,107,"Iona","2023-01-25",33.061213270003
274322.363008656,5801847.73181086,110,"Iona","2023-01-25",33.061213270003
274299.671454728,5801838.63397635,206,"Iona","2023-01-26",27.4426490335076
274338.792663809,5801867.66327753,142,"Iona","2023-01-27",58.7957674984825
274290.471756955,5801834.16652789,83,"Iona","2023-01-27",58.7957674984825
274328.159601637,5801875.02929871,81,"Iona","2023-01-28",19.2603054830946
274421.221437322,5801844.16131956,43,"Iona","2023-01-29",8.42626386539819
274179.07277003,5801833.96983518,50,"Iona","2023-01-30",11.1015242925146
274186.830133107,5801841.91131865,50,"Iona","2023-01-30",11.1015242925146
274186.550525742,5801843.0325974,92,"Iona","2023-01-31",12.2139772907805
274185.607816061,5801839.26133881,103,"Iona","2023-02-01",13.082151079639
274183.976898776,5801841.53824062,80,"Iona","2023-02-02",10.8784810137801
274185.613708225,5801831.91311452,112,"Iona","2023-02-03",13.2579231281077
274185.870394385,5801836.78178618,160,"Iona","2023-02-04",9.00011643830339
274246.967425883,5801819.78790793,82,"Iona","2023-02-05",12.514278901423
274183.442816239,5801833.31755239,114,"Iona","2023-02-06",8.28077331774243
274187.467512387,5801840.38684982,71,"Iona","2023-02-07",11.4350489059015
274178.434893208,5801830.83485162,64,"Iona","2023-02-08",13.5016502863332
274181.757733626,5801837.56592268,75,"Iona","2023-02-09",13.7790246952522
274188.87432396,5801839.17611315,58,"Iona","2023-02-10",25.5318788692728
274197.467045057,5801867.73709931,21,"Iona","2023-02-11",32.0078781574477
274185.700562887,5801837.9704374,96,"Iona","2023-02-11",32.0078781574477
274394.358569509,5801853.5243248,65,"Iona","2023-02-12",11.0415920000376
274186.091364267,5801833.40911779,43,"Iona","2023-02-13",13.6212143164336
274183.457323503,5801832.57746123,72,"Iona","2023-02-14",14.7597372196209
274203.443098674,5801839.74057574,76,"Iona","2023-02-15",14.530412964986
274395.381400687,5801843.04464004,44,"Iona","2023-02-16",43.3780830591467
274397.570749042,5801834.99746009,25,"Iona","2023-02-17",17.2803321403572
274399.473316164,5801847.01844278,36,"Iona","2023-02-18",27.1333802704107
274392.146600759,5801846.0122154,94,"Iona","2023-02-19",21.2933727648023
274390.521016735,5801847.224226,63,"Iona","2023-02-20",11.3573528855607
274391.861907165,5801856.12419448,59,"Iona","2023-02-21",10.7828663734377
274391.453758159,5801846.47990842,40,"Iona","2023-02-22",10.8969867736818
274387.107796521,5801843.25145071,37,"Iona","2023-02-23",28.4776352567329
274410.510315508,5801860.12310853,56,"Iona","2023-02-24",18.2446321937837
274409.232920748,5801861.96498171,19,"Iona","2023-02-25",29.0032126409551
274392.45182972,5801847.29540928,25,"Iona","2023-02-26",10.4772567664689
274393.867451653,5801839.28517156,36,"Iona","2023-02-27",20.6186614546274
274396.683656449,5801836.69263027,51,"Iona","2023-02-28",13.4390251372775
274421.654690564,5801850.74607291,28,"Iona","2023-03-01",27.4430308997768
274385.968123381,5801872.85517038,18,"Iona","2023-03-02",41.5174644916694
274416.97833675,5801845.24961796,48,"Iona","2023-03-02",41.5174644916694
274378.636838158,5801861.27913467,53,"Iona","2023-03-03",24.8315307717459
274411.472801562,5801832.17318687,79,"Iona","2023-03-04",27.0148491131876
274392.119575,5801850.47600697,45,"Iona","2023-03-05",17.9524639173183
274422.006017341,5801850.08077544,143,"Iona","2023-03-06",21.8177538094955
274421.986406614,5801856.94218193,38,"Iona","2023-03-08",16.0442758772227
274413.275791239,5801843.46835663,38,"Iona","2023-03-08",16.0442758772227
274421.436392902,5801848.12468904,53,"Iona","2023-03-09",16.4040050005374
274316.562304115,5801781.77259574,22,"Iona","2023-03-10",91.6162632355225
274226.217471155,5801766.56237395,64,"Iona","2023-03-10",91.6162632355225
274222.174974367,5801753.54329643,70,"Iona","2023-03-11",25.0383112563873
274217.099548685,5801754.22349065,102,"Iona","2023-03-12",44.1476585696724
274210.412665148,5801751.51406524,110,"Iona","2023-03-13",39.6413961478947
274226.855150542,5801787.58462059,16,"Iona","2023-03-13",39.6413961478947
274337.000460776,5801806.05605021,32,"Iona","2023-03-14",23.7416030477509
274316.369506012,5801807.87958961,37,"Iona","2023-03-15",23.3198316904815
274215.941078559,5801752.10447148,46,"Iona","2023-03-16",109.730929706971
274317.456344692,5801793.76413634,17,"Iona","2023-03-16",109.730929706971
274040.894848702,5801693.52996915,28,"Iona","2023-03-17",238.58257541309
274270.214053578,5801759.36573121,21,"Iona","2023-03-17",238.58257541309
274467.742434487,5801702.9622767,53,"Iona","2023-03-18",173.62166522487
274279.22996748,5802349.036876,18,"Iona","2023-03-20",12.9933846001276
274277.345914607,5802336.18081175,18,"Iona","2023-03-20",12.9933846001276
274296.95557997,5802340.25419668,17,"Iona","2023-03-22",27.0671471999988
274271.98735421,5802364.15297651,20,"Iona","2023-03-23",49.0581930359474
274315.420818135,5802386.96175805,49,"Iona","2023-03-23",49.0581930359474
274281.312149709,5802334.07031323,52,"Iona","2023-03-24",32.5576352280946
274289.694611652,5802365.53035047,28,"Iona","2023-03-24",32.5576352280946
274276.525944199,5802394.09849656,41,"Iona","2023-03-26",16.6475441763181
274308.153524157,5802494.62174382,28,"Iona","2023-03-27",15.9097517481806
274293.861885295,5802487.63108868,28,"Iona","2023-03-27",15.9097517481806
274277.343119665,5802394.93441994,46,"Iona","2023-03-28",9.57393321936227
274281.616087784,5802398.86354405,53,"Iona","2023-03-29",17.0817802993948
274693.801996885,5802738.89073734,60,"Iona","2023-03-30",93.6621059163304
274277.288544181,5802340.58571067,28,"Iona","2023-03-31",12.2253907428946
274286.18082041,5802339.59544374,19,"Iona","2023-04-01",16.7940082965967
274284.112764751,5802391.67049982,32,"Iona","2023-04-02",16.0120277082779
274275.478589631,5802344.62320092,69,"Iona","2023-04-03",11.3261850605431
274282.829124379,5802338.94064514,31,"Iona","2023-04-04",10.4953675223361
274275.416305893,5802340.9360803,55,"Iona","2023-04-05",23.8943091795949
274274.408811892,5802339.88939034,36,"Iona","2023-04-06",12.8037111926225
274286.792836295,5802397.75509409,28,"Iona","2023-04-07",19.5705146569914
274280.052179086,5802400.44882211,27,"Iona","2023-04-08",27.5716919803708
274294.894158473,5802488.65479919,36,"Iona","2023-04-09",24.4227099572477
274291.796009276,5802391.20050104,27,"Iona","2023-04-10",10.417058106131
274231.643722277,5802469.41764373,30,"Iona","2023-04-11",14.9041827111069
274294.053400826,5802398.91386988,38,"Iona","2023-04-12",93.0162222987869
274227.280924524,5802463.67075383,21,"Iona","2023-04-12",93.0162222987869
274292.540258581,5802489.47093605,56,"Iona","2023-04-13",12.4896026566748
274248.759589063,5802509.56032897,31,"Iona","2023-04-14",15.610904590992
274310.617451231,5802499.30178935,33,"Iona","2023-04-15",19.503216506244
274301.607096115,5802482.84161304,27,"Iona","2023-04-16",46.0641186525893
274455.786978439,5802810.30764916,42,"Iona","2023-04-17",130.332913702663
274447.248358062,5802810.27966546,31,"Iona","2023-04-18",273.77653004426
274262.44877053,5802608.2828812,26,"Iona","2023-04-18",273.77653004426
274308.315690535,5802481.474858,24,"Iona","2023-04-19",78.7174149471703
274300.322603197,5802479.70908719,50,"Iona","2023-04-20",41.331488311937
274246.502642651,5802471.69904966,23,"Iona","2023-04-21",213.778556497859
274183.383955847,5802675.94718942,27,"Iona","2023-04-21",213.778556497859
274233.637959926,5802446.17792014,16,"Iona","2023-04-22",6.17686212174502
274237.517817622,5802448.42869638,29,"Iona","2023-04-23",24.0900604147967
274291.16586747,5802443.25682086,26,"Iona","2023-04-24",18.1163356296474
274342.58109315,5802510.70330091,34,"Iona","2023-04-25",129.25952854823
274300.71087822,5802486.76634538,39,"Iona","2023-04-26",56.7244526506134
274384.640575811,5802633.80630262,33,"Iona","2023-04-28",23.6724929301046
274386.495350413,5802631.47356861,34,"Iona","2023-04-29",21.8894470121244
274397.335770729,5802608.85601097,46,"Iona","2023-04-30",20.2258547132554
274351.285688638,5802480.89860034,36,"Iona","2023-05-01",40.6363474820917
274445.337501128,5802603.82761334,40,"Iona","2023-05-02",47.040372589762
274260.037268779,5802604.36423281,54,"Iona","2023-05-03",38.0138853660081
274313.935649834,5802616.7361563,33,"Iona","2023-05-04",22.6926651766923
274342.418071537,5802648.91757423,28,"Iona","2023-05-05",21.7706383270164
274313.712729778,5802610.96557693,34,"Iona","2023-05-06",18.7198728027127
274323.160093417,5802617.52227314,29,"Iona","2023-05-07",21.2804537992839
274265.644663691,5802602.20846645,22,"Iona","2023-05-08",10.0244413895896
274255.736840002,5802600.68385014,22,"Iona","2023-05-08",10.0244413895896
274303.262311865,5802609.54804494,21,"Iona","2023-05-09",14.8696478396244
274317.678274441,5802613.19310322,21,"Iona","2023-05-09",14.8696478396244
274303.8165865,5802608.44439035,26,"Iona","2023-05-10",25.9294538266784
274261.339769258,5802590.8940804,35,"Iona","2023-05-11",18.588979002645
274257.05896206,5802597.48550406,37,"Iona","2023-05-12",17.340140855067
274310.960066895,5802612.0854656,45,"Iona","2023-05-13",36.2879914258664
274335.300275918,5802630.77903669,22,"Iona","2023-05-14",14.6725397788954
274286.59318925,5802580.28795532,34,"Iona","2023-05-15",31.4965387450291
274249.899829061,5802509.61613498,28,"Iona","2023-05-17",40.5617912487262
274152.847027313,5802480.08901962,22,"Iona","2023-05-18",58.7548890290576
274154.24317801,5802475.08940025,26,"Iona","2023-05-19",25.2330191188426
274154.976165117,5802471.37634655,19,"Iona","2023-05-20",11.1054674672575
274162.740827852,5802472.51736609,33,"Iona","2023-05-21",19.9295821860788
274160.235813065,5802473.34061495,22,"Iona","2023-05-22",7.55250064150906
274156.210448166,5802486.51104457,33,"Iona","2023-05-23",25.4836602657548
274103.045616613,5802406.71224657,22,"Iona","2023-05-24",89.6054900253775
274138.858460891,5802402.3210507,29,"Iona","2023-05-26",19.8950232333899
274140.358246479,5802401.66871343,27,"Iona","2023-05-27",17.3465855633215
274134.45892307,5802405.22625776,25,"Iona","2023-05-28",36.1131218572372
274182.438395854,5802419.432088,20,"Iona","2023-05-29",14.6743853659334
274134.930236178,5802414.72066582,31,"Iona","2023-05-30",12.0205516977217
274190.618775072,5802434.63120896,29,"Iona","2023-06-02",24.0346910932368
274249.588334475,5801826.54408033,24,"Iona","2023-06-05",5.67475204637567
274332.400184379,5802450.11273618,17,"Iona","2023-06-06",15.6646796396571
274312.687084649,5801786.87746058,32,"Iona","2023-06-09",89.5349655473954
274682.508342519,5802486.71202959,39,"Jessie","2023-06-10",40.8686369637977
274691.974535792,5802468.42872827,22,"Jessie","2023-06-12",17.8087617451303
274695.166906496,5802443.33862634,28,"Jessie","2023-06-13",36.6511047967619
274691.242796198,5802449.59286133,34,"Jessie","2023-06-14",31.1605193011188
274695.505390789,5802451.69321907,26,"Jessie","2023-06-15",17.0668270117172
274624.032855498,5802278.05750398,45,"Jessie","2023-06-16",193.735745652917
274609.029081531,5802257.75137069,18,"Jessie","2023-06-17",64.3041891447832
274611.927320007,5802321.99021374,51,"Jessie","2023-06-17",64.3041891447832
274616.661074751,5802316.45494285,17,"Jessie","2023-06-18",63.4871669179008
274674.581797826,5802342.45129262,180,"Jessie","2023-06-18",63.4871669179008
274691.676800204,5802477.79525916,47,"Jessie","2023-06-19",32.5300584829424
274701.241111343,5802446.70299875,76,"Jessie","2023-06-19",32.5300584829424
274711.400714137,5802462.23443324,143,"Jessie","2023-06-20",24.0263284612256
274709.568809377,5802458.36991635,155,"Jessie","2023-06-21",90.296627550144
274685.827169516,5802451.38142813,62,"Jessie","2023-06-22",50.2986533041307
274459.517095727,5802209.98369272,42,"Jessie","2023-06-23",51.7461502057886
274498.121072116,5802077.18683176,17,"Jessie","2023-06-24",109.806250735576
274500.351138591,5802186.97043484,40,"Jessie","2023-06-24",109.806250735576
274530.96886601,5802225.66283387,41,"Jessie","2023-06-26",23.8097769272476
274475.253646515,5802120.59554016,16,"Jessie","2023-06-27",163.885533057357
274559.701223325,5802102.9482819,53,"Jessie","2023-06-28",28.7181520715181
274526.105910296,5802175.45050126,55,"Jessie","2023-06-29",73.7610751912544
274558.239430676,5802109.05672835,16,"Jessie","2023-06-29",73.7610751912544
274534.920580937,5802176.09943463,46,"Jessie","2023-06-30",26.0241475199472
274560.664069171,5802149.84007132,35,"Jessie","2023-07-01",47.3051049653398
274607.558968893,5802156.05628687,41,"Jessie","2023-07-01",47.3051049653398
274526.439083529,5802170.82024783,35,"Jessie","2023-07-02",65.8162968882245
274571.299740649,5802133.11485417,32,"Jessie","2023-07-03",74.7120557721212
274563.75357841,5802145.10306885,31,"Jessie","2023-07-04",37.6733994053014
274561.72371338,5802107.48439435,24,"Jessie","2023-07-04",37.6733994053014
274567.673534903,5802124.08279298,48,"Jessie","2023-07-05",300.308994697234
274563.752158621,5802145.45835746,52,"Jessie","2023-07-06",57.2739988916101
274594.335104757,5802097.0332157,28,"Jessie","2023-07-06",57.2739988916101
274605.728114619,5802190.43593708,32,"Jessie","2023-07-07",75.4696684205682
274678.694917302,5802209.71070187,61,"Jessie","2023-07-07",75.4696684205682
274675.086191871,5802203.546973,51,"Jessie","2023-07-08",12.5476435280261
274671.295889917,5802206.31906321,70,"Jessie","2023-07-09",10.2825920476453
274674.341407504,5802202.36586274,77,"Jessie","2023-07-10",16.0806708388484
274670.800956921,5802207.92370669,112,"Jessie","2023-07-11",15.6376330250972
274670.600832068,5802201.38951257,259,"Jessie","2023-07-12",16.1138462949646
274670.605266136,5802200.59833396,150,"Jessie","2023-07-13",19.0739020129103
274700.614750196,5802160.03159616,35,"Jessie","2023-07-14",82.5376213803647
274687.312072345,5802241.4901605,54,"Jessie","2023-07-14",82.5376213803647
274539.292402586,5802262.30693486,23,"Jessie","2023-07-15",42.8166120957888
274418.410034242,5802070.24251144,42,"Jessie","2023-07-16",287.113594188918
274667.081136516,5802231.93376692,173,"Jessie","2023-07-17",78.2528483337775
274635.761703073,5802160.22183374,29,"Jessie","2023-07-17",78.2528483337775
274668.584888539,5802278.96618322,25,"Jessie","2023-07-19",309.015470386728
274436.904821816,5802074.47924569,263,"Jessie","2023-07-19",309.015470386728
274528.694876161,5802134.43806882,68,"Jessie","2023-07-20",16.1898614263996
274610.404168052,5802149.98757451,204,"Jessie","2023-07-21",57.9493880326015
274676.418805069,5802200.12627182,151,"Jessie","2023-07-22",77.4253191143654
274673.715070641,5802203.01280902,76,"Jessie","2023-07-23",32.5868715975173
274677.681071207,5802203.85585582,79,"Jessie","2023-07-24",30.6196136722295
274655.308614782,5802188.57769335,78,"Jessie","2023-07-26",89.4737936408077
274675.702122686,5802210.54129352,276,"Jessie","2023-07-27",101.298996359474
274612.831341836,5802156.56830395,27,"Jessie","2023-07-28",77.0450224360137
274673.940405367,5802203.48970457,297,"Jessie","2023-07-28",77.0450224360137
274678.196424973,5802208.17676192,166,"Jessie","2023-07-29",13.9851313351291
274643.16528406,5802165.19660763,136,"Jessie","2023-07-30",19.5482822854933
274671.740482731,5802203.03629853,85,"Jessie","2023-07-31",55.3088914393754
274704.012178016,5802153.5521202,55,"Jessie","2023-08-01",22.165524596438
274689.976700025,5802154.76463778,44,"Jessie","2023-08-02",51.8223013665473
274674.713642066,5802204.28826831,32,"Jessie","2023-08-02",51.8223013665473
274707.36654096,5802156.51275435,61,"Jessie","2023-08-03",39.6499195019936
274668.64803218,5802165.05635982,274,"Jessie","2023-08-03",39.6499195019936
274585.971174988,5802118.16185524,39,"Jessie","2023-06-08",66.1179181139893
274706.994841843,5802414.73005406,18,"Juniper","2023-06-13",56.629176161337
274700.757373722,5802470.90403046,22,"Juniper","2023-06-14",53.0147965144451
274623.407199772,5802275.19891204,25,"Juniper","2023-06-16",184.448658284626
274612.946614841,5802320.6435977,46,"Juniper","2023-06-17",82.1726655512422
274708.412436675,5802542.29228419,18,"Juniper","2023-06-18",79.3552201837843
274694.962825191,5802464.08513028,121,"Juniper","2023-06-18",79.3552201837843
274730.631002749,5802465.9846555,94,"Juniper","2023-06-19",71.6350245636439
274669.416514992,5802503.19168754,60,"Juniper","2023-06-19",71.6350245636439
274721.804287417,5802461.03872346,111,"Juniper","2023-06-20",51.4931101623992
274575.165241448,5802219.99594828,31,"Juniper","2023-06-21",205.413535758724
274392.910365283,5802125.24426868,65,"Juniper","2023-06-21",205.413535758724
274512.904041012,5802196.12585322,19,"Juniper","2023-06-22",65.6000242928929
274447.459240438,5802191.61572406,34,"Juniper","2023-06-22",65.6000242928929
274459.533258968,5802202.29648305,54,"Juniper","2023-06-23",43.4439718675409
274475.62968706,5802242.64848046,32,"Juniper","2023-06-23",43.4439718675409
274445.01386903,5802173.52240059,21,"Juniper","2023-06-24",91.3346021140089
274536.348464345,5802173.55764192,29,"Juniper","2023-06-24",91.3346021140089
274385.079800433,5802148.50125409,66,"Juniper","2023-06-25",136.078457368044
274506.178044826,5802189.47761578,61,"Juniper","2023-06-26",45.9875575257829
274485.852258865,5802186.15252719,36,"Juniper","2023-06-27",47.6866152922073
274532.800048119,5802177.79080714,43,"Juniper","2023-06-27",47.6866152922073
274583.462653087,5802134.87928869,20,"Juniper","2023-06-28",30.1750959627491
274561.713356916,5802113.96267968,48,"Juniper","2023-06-28",30.1750959627491
274555.546071069,5802133.46623971,22,"Juniper","2023-06-30",25.229157178008
274559.663774495,5802143.80374868,25,"Juniper","2023-07-01",24.2127065388208
274594.179721709,5802175.63978468,19,"Juniper","2023-07-02",84.6543008254083
274568.606464319,5802108.42071125,19,"Juniper","2023-07-03",55.9277018301119
274575.758360814,5802113.91947393,18,"Juniper","2023-07-04",72.4736263573684
274567.78021689,5802135.1064346,23,"Juniper","2023-07-05",390.776054062915
274585.327774744,5802172.84874187,24,"Juniper","2023-07-06",55.2416533589031
274693.931649507,5802213.50177125,32,"Juniper","2023-07-07",88.6405871113298
274608.569872439,5802189.61619612,22,"Juniper","2023-07-07",88.6405871113298
275005.911759151,5802142.21050654,49,"Juniper","2023-07-08",38.8854868282716
274967.886152761,5802150.34280908,96,"Juniper","2023-07-08",38.8854868282716
274685.43301537,5802213.38775508,114,"Juniper","2023-07-09",29.2874649234903
274672.971879923,5802224.90244034,54,"Juniper","2023-07-10",25.1870337568129
274691.3017413,5802207.6280995,54,"Juniper","2023-07-10",25.1870337568129
274683.523099395,5802203.37920773,180,"Juniper","2023-07-11",93.0338798113937
274676.390099086,5802202.67303501,166,"Juniper","2023-07-12",14.567306514246
274672.69897194,5802201.57509723,47,"Juniper","2023-07-13",72.690397876654
274676.273085709,5802209.49266922,56,"Juniper","2023-07-14",82.7196868720415
274493.435508412,5802200.70513651,31,"Juniper","2023-07-15",26.0429021599048
275135.614086214,5801933.63113782,28,"Juniper","2023-07-16",53.785792264019
275177.01117175,5801941.22282118,18,"Juniper","2023-07-17",366.349935565404
274677.590287422,5802370.33118582,36,"Juniper","2023-07-18",146.611893807282
274684.037074475,5802223.86109897,32,"Juniper","2023-07-18",146.611893807282
274421.526772032,5802103.97332154,113,"Juniper","2023-07-19",174.673839781482
274583.833744761,5802168.52870015,86,"Juniper","2023-07-19",174.673839781482
274526.514366045,5802129.57586411,57,"Juniper","2023-07-20",21.3097197212245
274725.770567868,5802191.81307452,39,"Juniper","2023-07-21",61.1263193079673
274664.867293246,5802197.03016685,165,"Juniper","2023-07-21",61.1263193079673
274658.979740069,5802197.40523474,58,"Juniper","2023-07-22",34.216831886616
274684.230808975,5802220.49581947,34,"Juniper","2023-07-22",34.216831886616
274671.245059911,5802171.0336527,18,"Juniper","2023-07-23",34.0839005127088
274681.101416627,5802203.66131744,42,"Juniper","2023-07-23",34.0839005127088
274721.808192169,5802174.3772877,18,"Juniper","2023-07-24",61.1731735278953
274668.786857393,5802204.88786322,57,"Juniper","2023-07-24",61.1731735278953
274695.097991756,5802252.95549322,39,"Juniper","2023-07-25",51.0972525605557
274653.75841567,5802222.9227,66,"Juniper","2023-07-25",51.0972525605557
274679.275843278,5802240.21902956,124,"Juniper","2023-07-26",62.6135395722638
274677.567704034,5802177.62879391,55,"Juniper","2023-07-26",62.6135395722638
274684.185106882,5802196.41683909,292,"Juniper","2023-07-27",25.9990435648547
274621.246620757,5802155.02584385,40,"Juniper","2023-07-28",74.9996501032475
274670.645667617,5802211.45882786,265,"Juniper","2023-07-28",74.9996501032475
274677.239603911,5802205.38976435,271,"Juniper","2023-07-29",49.2819968412039
274646.456269598,5802161.85300822,326,"Juniper","2023-07-30",63.5184562340364
274621.361829159,5802220.20421507,51,"Juniper","2023-07-30",63.5184562340364
274699.910738524,5802232.87309969,116,"Juniper","2023-07-31",38.197476934245
274681.257852608,5802199.53967666,43,"Juniper","2023-07-31",38.197476934245
274692.959138886,5802212.24374685,24,"Juniper","2023-08-01",59.0654804230064
274691.28111491,5802153.2021072,36,"Juniper","2023-08-01",59.0654804230064
274690.368601843,5802155.07275999,118,"Juniper","2023-08-02",51.2120500782264
274699.227997168,5802205.51267661,45,"Juniper","2023-08-02",51.2120500782264
274653.405254347,5802183.10386839,82,"Juniper","2023-08-03",39.835658400812
274685.909018968,5802160.07378012,88,"Juniper","2023-08-03",39.835658400812
274694.146672255,5802480.45238516,46,"Kit","2023-06-10",134.847104456677
274692.631918832,5802477.65760741,27,"Kit","2023-06-11",23.4750005914308
274689.147611034,5802471.34234049,33,"Kit","2023-06-12",131.301217856519
274695.448776574,5802465.09107032,29,"Kit","2023-06-13",45.4872782947235
274717.519979338,5802415.41950265,27,"Kit","2023-06-15",50.2636502251761
274632.708294876,5802307.11946901,30,"Kit","2023-06-16",133.188072144784
274691.335967214,5802359.99941384,136,"Kit","2023-06-17",143.36563093362
