"id","date","kud90","kud50"
"Aurora",2022-10-25,1.43053951416016,0.452757653808594
"Aurora",2022-10-26,1.3774595703125,0.328985974121094
"Aurora",2022-10-27,4.49591451416016,1.04194155273437
"Aurora",2022-10-28,12.0813833984375,3.37276219482422
"Aurora",2022-10-29,3.29292818603516,0.687359887695313
"Aurora",2022-10-30,42.6979457641602,8.84791022949219
"Aurora",2022-10-31,4.82151204833984,0.961625671386719
"Aurora",2022-11-01,5.82626510009766,1.70651124267578
"Aurora",2022-11-02,6.08345643310547,1.20308988037109
"Aurora",2022-11-03,13.823104284668,2.60869670410156
"Aurora",2022-11-04,20.8074712280273,5.31173214111328
"Aurora",2022-11-05,10.4958573364258,2.79301641845703
"Aurora",2022-11-06,7.85182257080078,1.41554459228516
"Aurora",2022-11-07,9.70974841308594,2.23400257568359
"Aurora",2022-11-08,17.9133288330078,2.47385920410156
"Aurora",2022-11-09,3.69636683349609,0.743263195800781
"Aurora",2022-11-10,3.83541954345703,0.625350219726562
"Aurora",2022-11-11,3.29224940185547,0.700377648925781
"Aurora",2022-11-12,4.44002019042969,0.810745983886719
"Aurora",2022-11-13,4.57382883300781,0.853032373046875
"Aurora",2022-11-14,4.57286730957031,0.788819140625
"Aurora",2022-11-15,19.1708130249023,3.48448049316406
"Aurora",2022-11-16,9.61661031494141,1.7278591796875
"Aurora",2022-11-17,13.8707584594727,2.10890048828125
"Aurora",2022-11-18,5.32920810546875,1.05073874511719
"Aurora",2022-11-19,4.48254056396484,0.940831335449219
"Aurora",2022-11-20,11.5525619506836,2.13573156738281
"Aurora",2022-11-21,14.0090649902344,4.01060548095703
"Aurora",2022-11-22,16.6045781860352,2.99336029052734
"Aurora",2022-11-23,12.3678137817383,1.89110642089844
"Aurora",2022-11-24,9.90300838623047,1.24211298828125
"Aurora",2022-11-25,3.03307121582031,0.64151494140625
"Aurora",2022-11-26,2.17703937988281,0.333440161132812
"Aurora",2022-11-27,1.71778736572266,0.266612683105469
"Aurora",2022-11-28,5.22547935791016,1.20305317382812
"Aurora",2022-11-29,3.33497728271484,0.877353674316406
"Aurora",2022-11-30,3.45230787353516,0.851739990234375
"Aurora",2022-12-01,2.30816770019531,0.461918237304688
"Aurora",2022-12-02,9.14695124511719,1.72084168701172
"Aurora",2022-12-03,10.3295484741211,1.92202578125
"Aurora",2022-12-04,8.66668095703125,1.55874460449219
"Aurora",2022-12-05,47.0745397338867,8.17846975097656
"Aurora",2022-12-06,8.25551507568359,1.55503994140625
"Aurora",2022-12-07,6.31677855224609,1.26754431152344
"Aurora",2022-12-08,7.03579367675781,1.29344945068359
"Aurora",2022-12-09,9.73064240722656,1.42304361572266
"Aurora",2022-12-10,35.5518571166992,5.52220043945313
"Aurora",2022-12-11,23.5361912475586,3.97822543945313
"Aurora",2022-12-12,16.6025364257812,2.95462413330078
"Aurora",2022-12-13,2.81451557617188,0.656601342773438
"Aurora",2022-12-14,13.7963806274414,2.50140721435547
"Aurora",2022-12-15,24.5875406860352,5.0745591796875
"Aurora",2022-12-16,24.6030598388672,4.43858846435547
"Aurora",2022-12-17,18.4210176269531,3.73837335205078
"Aurora",2022-12-18,11.2329677124023,1.61161285400391
"Aurora",2022-12-19,30.4983675048828,5.85102357177734
"Aurora",2022-12-20,6.26810030517578,1.45088479003906
"Aurora",2022-12-21,8.93782139892578,1.64083266601562
"Aurora",2022-12-22,9.66948645019531,1.92444421386719
"Aurora",2022-12-23,8.26435428466797,1.25801778564453
"Aurora",2022-12-24,13.8616944335937,2.20412962646484
"Aurora",2022-12-25,13.5363294067383,2.66670034179687
"Aurora",2022-12-26,18.0704939575195,4.10274819335937
"Aurora",2022-12-27,15.6396451171875,3.39448968505859
"Aurora",2022-12-28,5.94057406005859,1.59577077636719
"Aurora",2022-12-29,11.9948814331055,2.27869716796875
"Aurora",2022-12-30,7.32664350585937,1.55223654785156
"Aurora",2022-12-31,6.36806534423828,1.29185308837891
"Aurora",2023-01-01,6.78857647705078,1.30638548583984
"Aurora",2023-01-02,16.8826428833008,3.83675733642578
"Aurora",2023-01-03,14.592201171875,2.88171901855469
"Aurora",2023-01-04,23.7989701293945,4.82903702392578
"Aurora",2023-01-05,18.2161800170898,3.13634381103516
"Aurora",2023-01-06,13.0322512573242,2.67495220947266
"Aurora",2023-01-07,14.9440299316406,3.17343931884766
"Aurora",2023-01-08,13.7867095092773,2.62316635742188
"Aurora",2023-01-09,20.7110328491211,3.48929067382812
"Aurora",2023-01-10,19.729835949707,4.35839365234375
"Aurora",2023-01-11,14.5188892211914,2.68483935546875
"Aurora",2023-01-12,42.3316149414063,7.65214246826172
"Aurora",2023-01-13,129.990472705078,23.2075932250977
"Aurora",2023-01-14,80.779975390625,14.0541743164063
"Aurora",2023-01-15,57.7312477050781,10.3761611450195
"Aurora",2023-01-16,12.0682390380859,3.08975335693359
"Aurora",2023-01-17,13.3942741821289,2.47951925048828
"Aurora",2023-01-18,49.4769723510742,11.4630686767578
"Aurora",2023-01-19,93.6978028076172,18.3452732421875
"Aurora",2023-01-20,9.25377894287109,2.79601148681641
"Aurora",2023-01-21,7.39325517578125,2.03574810791016
"Aurora",2023-01-22,3.85969044189453,1.12888239746094
"Aurora",2023-01-23,10.0895640136719,2.89059250488281
"Aurora",2023-01-24,7.65212048339844,2.13899451904297
"Aurora",2023-01-25,6.45163771972656,1.67502840576172
"Aurora",2023-01-26,8.77545562744141,2.84057987060547
"Aurora",2023-01-27,14.7308484130859,3.22034566650391
"Aurora",2023-01-28,7.97351506347656,1.90080485839844
