"x","y","npoints","id","date"
275135.193725747,5802996.15692364,89,"Briar",2022-11-12
275099.985215473,5803004.9276967,84,"Briar",2022-11-13
275163.785994179,5802990.66200074,90,"Briar",2022-11-14
275137.941652776,5802993.85983104,87,"Briar",2022-11-15
275226.583525929,5802948.45881458,93,"Briar",2022-11-16
275125.699113997,5802979.35337202,94,"Briar",2022-11-17
275121.841617073,5802984.44925931,93,"Briar",2022-11-18
275120.642622753,5802997.00868126,74,"Briar",2022-11-19
275206.495615023,5802942.09378397,89,"Briar",2022-11-20
275227.583940973,5802934.63872,87,"Briar",2022-11-21
275267.053421389,5802896.20659082,90,"Briar",2022-11-22
275256.813566888,5802900.66864394,97,"Briar",2022-11-23
275266.914372818,5802895.29751386,91,"Briar",2022-11-24
275266.324572375,5802892.85539566,98,"Briar",2022-11-25
275248.264905184,5802920.08874266,97,"Briar",2022-11-26
275243.123228008,5802910.89073877,98,"Briar",2022-11-27
275361.820095515,5802875.5172606,98,"Briar",2022-11-28
275342.6402789,5802879.35262008,97,"Briar",2022-11-29
275330.601272883,5802881.21940427,96,"Briar",2022-11-30
275311.227352018,5802886.0984458,99,"Briar",2022-12-01
275299.361429655,5802888.98957294,94,"Briar",2022-12-02
275305.059826878,5802882.40142745,100,"Briar",2022-12-03
275307.566227193,5802884.35261093,83,"Briar",2022-12-04
275348.753482952,5802874.54627782,91,"Briar",2022-12-05
275311.124627954,5802885.81873328,95,"Briar",2022-12-06
275309.368926086,5802894.34302079,91,"Briar",2022-12-07
275306.200122513,5802884.94060354,97,"Briar",2022-12-08
275305.803470961,5802884.76374693,97,"Briar",2022-12-09
275292.285985415,5802894.3256974,94,"Briar",2022-12-10
275279.588968853,5802883.39389059,87,"Briar",2022-12-11
275207.403018798,5802899.80608332,86,"Briar",2022-12-12
275254.407205659,5802869.03002207,86,"Briar",2022-12-13
275263.812948736,5802893.95389371,92,"Briar",2022-12-14
275254.040501104,5802908.56765484,95,"Briar",2022-12-15
275254.132731181,5802911.29253539,99,"Briar",2022-12-16
275261.15845806,5802909.36403472,102,"Briar",2022-12-17
275255.97250015,5802902.05633231,97,"Briar",2022-12-18
275252.453211937,5802893.48995217,87,"Briar",2022-12-19
275247.16578613,5802887.40178899,98,"Briar",2022-12-20
275246.675079276,5802903.25230788,99,"Briar",2022-12-21
275252.370854015,5802889.76324197,86,"Briar",2022-12-22
275250.470638902,5802904.08297377,92,"Briar",2022-12-23
275257.806264474,5802902.15863113,98,"Briar",2022-12-24
275242.995289922,5802891.12697217,86,"Briar",2022-12-25
275246.480769832,5802903.63228466,89,"Briar",2022-12-26
275252.414494842,5802896.59085354,87,"Briar",2022-12-27
275270.984020211,5802901.10282183,87,"Briar",2022-12-28
275303.048582005,5802883.91470905,98,"Briar",2022-12-29
275254.501059622,5802889.98958733,91,"Briar",2022-12-30
275241.218448413,5802901.83823405,88,"Briar",2022-12-31
275231.16046688,5802888.40912,80,"Briar",2023-01-01
275255.667740209,5802875.40559864,72,"Briar",2023-01-02
275300.018349959,5802881.55496736,92,"Briar",2023-01-03
275289.009658431,5802885.15102183,98,"Briar",2023-01-04
275301.402989631,5802885.95767584,98,"Briar",2023-01-05
275269.068592437,5802881.20065317,95,"Briar",2023-01-06
275248.684211475,5802895.74892455,85,"Briar",2023-01-07
275237.886963566,5802878.13082783,84,"Briar",2023-01-08
275232.893112011,5802887.66755209,72,"Briar",2023-01-09
275258.903105265,5802882.02802707,93,"Briar",2023-01-10
275236.755854929,5802891.06835907,83,"Briar",2023-01-11
275251.746660985,5802887.39368003,90,"Briar",2023-01-12
275253.390035825,5802870.90749427,88,"Briar",2023-01-13
275288.593906694,5802878.44609899,85,"Briar",2023-01-14
275282.923392988,5802881.21087304,90,"Briar",2023-01-15
275284.982935695,5802881.92712156,88,"Briar",2023-01-16
275241.473292322,5802890.1141637,82,"Briar",2023-01-17
275287.860874769,5802887.22725147,83,"Briar",2023-01-18
275265.081432649,5802896.59201968,83,"Briar",2023-01-19
275241.45137804,5802844.92735234,94,"Briar",2023-01-20
275242.941465321,5802897.4369953,88,"Briar",2023-01-21
275287.580890111,5802881.4502045,84,"Briar",2023-01-22
275273.459276884,5802885.31817859,85,"Briar",2023-01-23
275267.696805928,5802901.2942933,85,"Briar",2023-01-24
275260.318509731,5802886.71965556,82,"Briar",2023-01-25
275252.885196272,5802874.35893389,87,"Briar",2023-01-26
275254.560388283,5802895.30965361,81,"Briar",2023-01-27
275254.562380437,5802893.27000233,84,"Briar",2023-01-28
275256.421154788,5802904.51366821,77,"Briar",2023-01-29
275273.811255036,5802896.01045393,79,"Briar",2023-01-30
275261.774096173,5802894.79469728,86,"Briar",2023-01-31
275252.205095628,5802890.07366093,85,"Briar",2023-02-01
275281.083522703,5802894.23355353,83,"Briar",2023-02-02
275261.449860834,5802889.53435063,86,"Briar",2023-02-03
275262.2107024,5802899.70348812,85,"Briar",2023-02-04
275244.924780432,5802921.1490223,84,"Briar",2023-02-05
275261.286217444,5802896.04089195,75,"Briar",2023-02-06
275270.983199433,5802892.51683665,79,"Briar",2023-02-07
275249.089349565,5802913.98613222,82,"Briar",2023-02-08
275249.847882868,5802888.79933599,81,"Briar",2023-02-09
275253.283424391,5802892.50674837,78,"Briar",2023-02-10
275300.723204476,5802887.90500655,76,"Briar",2023-02-11
275292.670837201,5802891.46280259,78,"Briar",2023-02-12
275299.687821131,5802890.976463,82,"Briar",2023-02-13
275271.722365655,5802897.95094166,77,"Briar",2023-02-14
275248.455695343,5802895.73900892,79,"Briar",2023-02-15
275255.527440676,5802888.91831965,79,"Briar",2023-02-16
275244.801365747,5802882.8666305,78,"Briar",2023-02-17
275274.144016769,5802880.92170007,76,"Briar",2023-02-18
275260.272253198,5802890.00560902,77,"Briar",2023-02-19
275258.866672817,5802893.5117066,75,"Briar",2023-02-20
275259.236083308,5802897.58205142,66,"Briar",2023-02-21
275247.291699269,5802894.0222726,74,"Briar",2023-02-22
275258.835334257,5802897.27580555,74,"Briar",2023-02-23
275260.884627993,5802887.85839776,72,"Briar",2023-02-24
275265.940809286,5802899.99272446,75,"Briar",2023-02-25
275293.566934741,5802889.94325401,73,"Briar",2023-02-26
275251.816311265,5802908.96217162,78,"Briar",2023-02-27
275271.726123579,5802881.16915653,74,"Briar",2023-02-28
275170.390284453,5802950.40392776,75,"Briar",2023-03-01
275122.660827716,5802955.45742659,76,"Briar",2023-03-02
275293.279001722,5802895.65636883,78,"Briar",2023-03-03
275265.429029358,5802890.85124537,77,"Briar",2023-03-04
275250.55227805,5802916.43128409,76,"Briar",2023-03-05
275260.479099469,5802905.36223743,77,"Briar",2023-03-06
275305.962739523,5802888.58645656,84,"Briar",2023-03-07
275253.636374197,5802917.51336469,81,"Briar",2023-03-08
275292.405943368,5802888.08421912,68,"Briar",2023-03-09
275301.793389153,5802889.92868264,74,"Briar",2023-03-10
274506.135606181,5801600.59871156,89,"Sage",2022-12-15
274526.458284362,5802274.27504534,95,"Sage",2022-12-16
274509.919970145,5802254.97805261,103,"Sage",2022-12-17
274524.653829709,5802257.95908927,88,"Sage",2022-12-18
274577.632841905,5802275.63218537,96,"Sage",2022-12-19
274588.343587493,5802331.16589143,84,"Sage",2022-12-20
274584.645181788,5802321.63397223,73,"Sage",2022-12-21
274525.749485645,5802257.07114127,80,"Sage",2022-12-22
274588.335491578,5802278.00203555,83,"Sage",2022-12-23
274565.896265455,5802220.66927605,91,"Sage",2022-12-24
274561.664258032,5802214.18805492,83,"Sage",2022-12-25
274561.911732359,5802214.28180065,90,"Sage",2022-12-26
274568.319975354,5802214.82995623,72,"Sage",2022-12-27
274567.866386083,5802217.70745899,79,"Sage",2022-12-28
274566.025661334,5802218.64684514,78,"Sage",2022-12-29
274566.893147595,5802215.62235748,81,"Sage",2022-12-30
274584.388564898,5802272.09201137,84,"Sage",2022-12-31
274553.62306212,5802275.27556798,84,"Sage",2023-01-01
274572.790895746,5802298.34724978,81,"Sage",2023-01-02
274577.562534666,5802295.31207651,79,"Sage",2023-01-03
274584.707356573,5802306.38485031,83,"Sage",2023-01-04
274639.28409739,5802368.51341312,89,"Sage",2023-01-05
274629.056308515,5802343.1780851,96,"Sage",2023-01-06
274572.728850585,5802297.18905238,83,"Sage",2023-01-07
274576.521619313,5802296.91028865,80,"Sage",2023-01-08
274576.232360183,5802305.21355847,86,"Sage",2023-01-09
274574.159730917,5802302.81263603,83,"Sage",2023-01-10
274568.442643582,5802303.16612813,84,"Sage",2023-01-11
274634.038179092,5802396.12050114,80,"Sage",2023-01-12
274622.340348592,5802377.98935051,79,"Sage",2023-01-13
274628.70072878,5802343.41220136,85,"Sage",2023-01-14
274620.483066277,5802359.39586735,81,"Sage",2023-01-15
274612.031544902,5802356.66132457,82,"Sage",2023-01-16
274613.339816722,5802348.54043367,80,"Sage",2023-01-17
274645.88752897,5802333.83588976,82,"Sage",2023-01-18
274553.420871962,5802255.86227566,61,"Sage",2023-01-19
274676.402225141,5802406.1453413,83,"Sage",2023-01-20
274689.192504492,5802408.90399564,91,"Sage",2023-01-21
274662.081140575,5802406.69845007,85,"Sage",2023-01-22
274687.957142491,5802472.34840587,80,"Sage",2023-01-23
274694.400044814,5802391.69778318,78,"Sage",2023-01-24
274670.055973825,5802384.51195743,83,"Sage",2023-01-25
274687.019032235,5802443.10223969,83,"Sage",2023-01-26
274710.831495197,5802482.60080313,79,"Sage",2023-01-27
274730.112179471,5802494.09075565,82,"Sage",2023-01-28
274691.896681986,5802448.31657403,75,"Sage",2023-01-29
274689.232784179,5802442.17079603,70,"Sage",2023-01-30
274696.106104435,5802459.26448503,79,"Sage",2023-01-31
274691.477988292,5802454.42844561,75,"Sage",2023-02-01
274843.988518873,5802520.33909132,78,"Sage",2023-02-02
274874.523750265,5802525.63947844,86,"Sage",2023-02-03
274865.705940294,5802514.16339895,88,"Sage",2023-02-04
274872.008583141,5802525.59647072,81,"Sage",2023-02-05
274847.504566525,5802513.6122173,82,"Sage",2023-02-06
274787.640960343,5802483.26312063,84,"Sage",2023-02-07
274836.996293934,5802548.7145691,83,"Sage",2023-02-08
274860.889324532,5802524.35590056,77,"Sage",2023-02-09
274860.114678661,5802524.62074157,77,"Sage",2023-02-10
274834.577367185,5802515.09432615,78,"Sage",2023-02-11
274848.366825518,5802528.61878176,81,"Sage",2023-02-12
274845.037974176,5802528.08407612,83,"Sage",2023-02-13
274828.267648849,5802534.85052667,81,"Sage",2023-02-14
274858.829816342,5802520.48172176,73,"Sage",2023-02-15
274851.360282514,5802531.61704735,68,"Sage",2023-02-16
274853.34640072,5802525.91732835,75,"Sage",2023-02-17
274847.9395278,5802521.7881522,65,"Sage",2023-02-18
274857.799454662,5802524.46359827,77,"Sage",2023-02-19
274858.476555999,5802522.78479459,72,"Sage",2023-02-20
274865.184591909,5802523.69870244,72,"Sage",2023-02-21
274880.002446705,5802527.35198906,78,"Sage",2023-02-22
274854.362685895,5802519.91258454,79,"Sage",2023-02-23
274852.124222713,5802522.50165537,78,"Sage",2023-02-24
274852.206733932,5802511.10719952,67,"Sage",2023-02-25
274394.888274878,5801848.74035657,49,"Sage",2023-02-26
274388.635912827,5801842.40277678,67,"Sage",2023-02-27
274229.07385131,5801810.47216967,61,"Sage",2023-02-28
274235.975673778,5801810.09788999,45,"Sage",2023-03-01
274226.818404289,5801807.94462254,69,"Sage",2023-03-02
274222.607157889,5801757.73135568,55,"Sage",2023-03-03
274205.028784794,5801702.05672054,71,"Sage",2023-03-04
274691.99219719,5802449.45909466,67,"Sage",2023-03-05
274413.280696356,5801841.88043589,71,"Sage",2023-03-06
274413.06589778,5801849.33539596,73,"Sage",2023-03-07
274420.512109478,5801851.0222797,72,"Sage",2023-03-08
274429.795834231,5801838.9697446,78,"Sage",2023-03-09
274334.383071192,5801796.92645312,73,"Sage",2023-03-10
274237.26534763,5801751.47675767,74,"Sage",2023-03-11
274214.800091592,5801746.23387831,73,"Sage",2023-03-12
274209.143863579,5801753.29546269,74,"Sage",2023-03-13
274226.927412749,5801752.70831755,73,"Sage",2023-03-14
274213.71451694,5801751.10188604,72,"Sage",2023-03-15
274245.852413809,5801758.640196,71,"Sage",2023-03-16
274144.718392893,5801716.07135032,57,"Sage",2023-03-17
274342.142344529,5801717.17740259,71,"Sage",2023-03-18
274248.428489668,5801774.15543174,68,"Sage",2023-03-19
274863.497209497,5802562.95118213,54,"Sage",2023-03-20
274212.698234324,5801753.35443507,67,"Sage",2023-03-21
274149.349381058,5801732.62255818,56,"Sage",2023-03-22
274199.737846419,5801743.56195447,70,"Sage",2023-03-23
274203.760723361,5801747.34571158,66,"Sage",2023-03-24
274201.71335255,5801745.43203484,67,"Sage",2023-03-25
274191.240394318,5801744.99128789,65,"Sage",2023-03-26
274174.928002825,5801731.25901102,68,"Sage",2023-03-27
274203.335261845,5801753.05710691,68,"Sage",2023-03-28
274203.856135242,5801743.47038579,68,"Sage",2023-03-29
274175.344669591,5801709.24290043,64,"Sage",2023-03-30
274177.65095494,5801712.89961179,66,"Sage",2023-03-31
274130.434783808,5801734.62959713,62,"Sage",2023-04-01
274150.384242756,5801705.99376076,69,"Sage",2023-04-02
274132.713186087,5801720.11516399,66,"Sage",2023-04-03
274182.924189418,5801732.51747545,59,"Sage",2023-04-04
274165.7000882,5801750.47203435,67,"Sage",2023-04-05
274225.290805203,5801705.77349732,64,"Sage",2023-04-06
275074.703993549,5802915.2361696,59,"Sage",2023-04-07
274216.514782502,5801747.17441268,46,"Sage",2023-04-08
274325.489161915,5802639.89186653,47,"Sage",2023-04-09
274294.700130652,5802402.58534869,62,"Sage",2023-04-10
274274.827600306,5802412.17622888,60,"Sage",2023-04-11
274266.839219,5802421.53049076,59,"Sage",2023-04-12
274397.41773417,5802488.69722821,58,"Sage",2023-04-13
274397.804286992,5802493.38922998,66,"Sage",2023-04-14
274304.643429023,5802495.91545548,63,"Sage",2023-04-15
274317.605994622,5802488.07800364,42,"Sage",2023-04-16
274298.956948522,5802538.60390248,56,"Sage",2023-04-17
274297.072052539,5802484.15519853,64,"Sage",2023-04-18
274294.944699137,5802495.80824462,66,"Sage",2023-04-19
274300.012432604,5802485.74996911,62,"Sage",2023-04-20
274254.940845507,5802466.01078144,62,"Sage",2023-04-21
274238.286642022,5802447.1751612,63,"Sage",2023-04-22
274239.002879071,5802451.72746042,62,"Sage",2023-04-23
274282.980870405,5802445.7231004,64,"Sage",2023-04-24
274347.51687746,5802526.13949901,65,"Sage",2023-04-25
274320.101022125,5802488.23621943,61,"Sage",2023-04-26
274402.092153055,5802599.98686721,64,"Sage",2023-04-27
274386.264914385,5802636.74877603,63,"Sage",2023-04-28
274396.607780455,5802640.00110434,61,"Sage",2023-04-29
274373.073686097,5802626.31938374,60,"Sage",2023-04-30
274358.698409363,5802601.07377442,59,"Sage",2023-05-01
274429.768078684,5802606.77433387,60,"Sage",2023-05-02
274257.596393216,5802603.59648317,63,"Sage",2023-05-03
274308.64722274,5802624.08394211,58,"Sage",2023-05-04
274338.890990719,5802646.4961328,57,"Sage",2023-05-05
274313.469217271,5802612.6369203,51,"Sage",2023-05-06
274319.12172932,5802613.79168251,47,"Sage",2023-05-07
274267.003060239,5802604.39807659,58,"Sage",2023-05-08
274315.207341358,5802617.66434909,49,"Sage",2023-05-09
274299.475550711,5802612.62911934,54,"Sage",2023-05-10
274259.729697231,5802594.04962,43,"Sage",2023-05-11
274260.131361944,5802599.81503491,55,"Sage",2023-05-12
274301.507106519,5802616.16025266,55,"Sage",2023-05-13
274342.506193998,5802616.22142606,58,"Sage",2023-05-14
274291.395647432,5802578.58305151,60,"Sage",2023-05-15
274276.458931913,5802483.78567283,60,"Sage",2023-05-16
274239.76160079,5802516.59137945,58,"Sage",2023-05-17
274161.78171376,5802489.234159,60,"Sage",2023-05-18
274157.039358105,5802481.34037527,53,"Sage",2023-05-19
274157.455668704,5802477.1530212,57,"Sage",2023-05-20
274156.556932412,5802475.85935696,53,"Sage",2023-05-21
274158.519806669,5802469.97957839,54,"Sage",2023-05-22
274237.428728864,5802462.7151412,54,"Sage",2023-05-23
274127.321102289,5802443.87854687,57,"Sage",2023-05-24
274117.27839146,5802417.45412726,51,"Sage",2023-05-25
274130.342717587,5802415.39681059,51,"Sage",2023-05-26
274130.468266368,5802420.35937284,53,"Sage",2023-05-27
274135.221460444,5802405.08333166,49,"Sage",2023-05-28
274171.829290809,5802420.32796258,55,"Sage",2023-05-29
274149.699832104,5802414.23880159,56,"Sage",2023-05-30
274142.065002602,5802423.27349334,56,"Sage",2023-05-31
274209.975779623,5802424.62071119,32,"Sage",2023-06-01
274196.467211786,5802434.04020923,56,"Sage",2023-06-02
274191.00613588,5802436.90733693,57,"Sage",2023-06-03
274345.566012964,5801746.1794052,46,"Sage",2023-06-04
274319.842251009,5802576.98365905,28,"Sage",2023-06-05
274332.069177638,5802456.03807865,8,"Sage",2023-06-06
274322.22885738,5802385.99734803,9,"Sage",2023-06-07
274513.955682414,5802183.58972856,38,"Sage",2023-06-08
274320.333710183,5801794.32483934,53,"Sage",2023-06-09
274462.462970015,5802214.74468018,34,"Sage",2023-06-10
274491.273487741,5802198.09454049,56,"Sage",2023-06-11
274511.31643304,5802198.17076319,57,"Sage",2023-06-12
274525.864071138,5802235.71235172,55,"Sage",2023-06-13
274560.857026683,5802217.76150662,33,"Sage",2023-06-14
274569.557629468,5802247.1332588,54,"Sage",2023-06-15
274576.912795716,5802237.33232163,43,"Sage",2023-06-16
274619.768631298,5802297.65950885,54,"Sage",2023-06-17
274642.554920394,5802270.5208737,53,"Sage",2023-06-18
274560.772238623,5802339.73825359,55,"Sage",2023-06-19
274562.144922411,5802210.72684547,56,"Sage",2023-06-20
274512.39703398,5802207.82643546,55,"Sage",2023-06-21
274491.271028181,5802204.60503453,51,"Sage",2023-06-22
274463.564734044,5802213.62524789,52,"Sage",2023-06-23
274462.471928267,5802203.22526116,55,"Sage",2023-06-24
274419.658584489,5802139.69251859,52,"Sage",2023-06-25
274485.658230643,5802111.61485985,37,"Sage",2023-06-26
274528.585163426,5802107.72963275,13,"Sage",2023-06-27
274528.748094677,5802276.47697229,90,"Koda",2022-12-15
274520.611733316,5802267.08980035,94,"Koda",2022-12-16
274511.255929654,5802262.68404242,98,"Koda",2022-12-17
274542.218788426,5802258.72531121,99,"Koda",2022-12-18
274592.860837758,5802273.10565274,97,"Koda",2022-12-19
274666.835870079,5802505.24108069,94,"Koda",2022-12-20
274661.524838759,5802526.9453785,94,"Koda",2022-12-21
274666.000985458,5802700.43881508,90,"Koda",2022-12-22
274595.379470385,5802273.61600367,88,"Koda",2022-12-23
274745.647536628,5802322.97309962,94,"Koda",2022-12-24
274745.375382136,5802307.88869094,86,"Koda",2022-12-25
274744.321308676,5802310.96293469,85,"Koda",2022-12-26
274735.328126557,5802492.16436376,85,"Koda",2022-12-27
274716.18567236,5802385.7407892,74,"Koda",2022-12-28
274762.377066157,5802307.12244485,88,"Koda",2022-12-29
274735.453138679,5802415.27285234,87,"Koda",2022-12-30
274751.979434102,5802303.50198857,90,"Koda",2022-12-31
274565.509973935,5802270.92688212,85,"Koda",2023-01-01
274587.988216132,5802297.22782912,87,"Koda",2023-01-02
274582.225048292,5802297.43943507,87,"Koda",2023-01-03
274597.836658818,5802326.5784376,92,"Koda",2023-01-04
274638.03949468,5802369.97188751,93,"Koda",2023-01-05
274634.404822465,5802339.62376495,97,"Koda",2023-01-06
274572.388072199,5802299.96520006,93,"Koda",2023-01-07
274584.756321757,5802288.89266159,89,"Koda",2023-01-08
274583.479144005,5802302.04094689,94,"Koda",2023-01-09
274582.16426454,5802306.23831824,93,"Koda",2023-01-10
274571.342629132,5802301.25744433,85,"Koda",2023-01-11
274655.635828435,5802408.27161885,90,"Koda",2023-01-12
274629.562235643,5802383.77747363,82,"Koda",2023-01-13
274637.6390023,5802338.96246455,84,"Koda",2023-01-14
274623.137781455,5802351.24964134,86,"Koda",2023-01-15
274619.67935339,5802348.02381038,85,"Koda",2023-01-16
274635.259076685,5802340.30652024,86,"Koda",2023-01-17
274661.91144053,5802369.91761073,86,"Koda",2023-01-18
274648.997723457,5802362.5007674,84,"Koda",2023-01-19
274667.98847544,5802398.92615525,81,"Koda",2023-01-20
274690.566764828,5802409.53036159,85,"Koda",2023-01-21
274683.883678525,5802427.0222454,91,"Koda",2023-01-22
274686.049266717,5802468.88250093,90,"Koda",2023-01-23
274696.991260583,5802388.90263686,86,"Koda",2023-01-24
274679.782235447,5802394.37565328,85,"Koda",2023-01-25
274686.55046005,5802442.58523023,88,"Koda",2023-01-26
274719.515999371,5802479.31640596,91,"Koda",2023-01-27
274741.544840012,5802490.74970081,83,"Koda",2023-01-28
274697.479620252,5802445.99117696,85,"Koda",2023-01-29
274678.329829683,5802403.8267844,72,"Koda",2023-01-30
274715.999772663,5802457.77862819,89,"Koda",2023-01-31
274696.059893195,5802447.49252627,88,"Koda",2023-02-01
274711.119002169,5802399.84983087,89,"Koda",2023-02-02
274886.27757267,5802510.96456266,89,"Koda",2023-02-03
274869.738657256,5802512.34841404,88,"Koda",2023-02-04
274864.21808897,5802524.23090057,85,"Koda",2023-02-05
274837.374490653,5802518.76207612,75,"Koda",2023-02-06
274692.838210821,5802385.12095423,81,"Koda",2023-02-07
274838.406562255,5802535.47889008,89,"Koda",2023-02-08
274858.10115646,5802520.88291371,85,"Koda",2023-02-09
274869.542340323,5802525.41380999,83,"Koda",2023-02-10
274839.554927802,5802511.1018902,86,"Koda",2023-02-11
274859.326124124,5802529.20634681,83,"Koda",2023-02-12
274848.41327069,5802519.84923892,85,"Koda",2023-02-13
274835.295768354,5802530.70311221,88,"Koda",2023-02-14
274873.813080365,5802518.53233168,79,"Koda",2023-02-15
274850.027344312,5802536.29420106,77,"Koda",2023-02-16
274857.563431434,5802518.75156564,76,"Koda",2023-02-17
274850.442521668,5802515.56863559,85,"Koda",2023-02-18
274868.311373126,5802522.03329619,79,"Koda",2023-02-19
274867.431508194,5802518.72350527,84,"Koda",2023-02-20
274879.976567074,5802521.74422345,80,"Koda",2023-02-21
274870.275931488,5802524.2516765,76,"Koda",2023-02-22
274851.474626899,5802510.12776439,76,"Koda",2023-02-23
274846.450055655,5802522.86180138,78,"Koda",2023-02-24
274855.079384727,5802509.29236412,79,"Koda",2023-02-25
274390.862408436,5801836.12834637,76,"Koda",2023-02-26
274395.221829201,5801842.71488885,76,"Koda",2023-02-27
274868.586203337,5802517.78955263,74,"Koda",2023-02-28
274405.676785878,5801833.98216757,78,"Koda",2023-03-01
274869.644144248,5802520.87842743,76,"Koda",2023-03-02
274225.816880247,5801752.57885343,81,"Koda",2023-03-03
274205.267590304,5801693.50522825,77,"Koda",2023-03-04
274884.577862947,5802485.14236508,72,"Koda",2023-03-05
274416.729003693,5801846.17709384,84,"Koda",2023-03-06
274866.597953922,5802517.53758735,85,"Koda",2023-03-07
274879.119959822,5802527.44460898,81,"Koda",2023-03-08
274415.56018093,5801844.8980434,75,"Koda",2023-03-09
274857.292268694,5802482.03681492,73,"Koda",2023-03-10
274247.634373316,5801767.49443693,72,"Koda",2023-03-11
274225.254054662,5801758.66291113,75,"Koda",2023-03-12
274211.575455608,5801750.84423323,78,"Koda",2023-03-13
274230.374447722,5801741.03547875,69,"Koda",2023-03-14
274211.998231694,5801747.00247839,71,"Koda",2023-03-15
274260.155890857,5801751.07005332,73,"Koda",2023-03-16
274206.745342328,5801741.33777264,71,"Koda",2023-03-17
274190.8332248,5801697.82519529,70,"Koda",2023-03-18
274294.139977004,5801761.2753309,63,"Koda",2023-03-19
274327.83196947,5801790.48638446,70,"Koda",2023-03-20
274217.288911367,5801755.41275596,71,"Koda",2023-03-21
274152.765747823,5801730.81624008,70,"Koda",2023-03-22
274204.428487975,5801735.80783609,62,"Koda",2023-03-23
274211.795689629,5801743.85184792,70,"Koda",2023-03-24
274196.944063339,5801743.04928759,69,"Koda",2023-03-25
274192.656720828,5801746.05880864,63,"Koda",2023-03-26
274170.989217736,5801724.36302795,67,"Koda",2023-03-27
274197.767524931,5801752.11802596,71,"Koda",2023-03-28
274211.952868334,5801744.99790305,69,"Koda",2023-03-29
274177.268530859,5801707.95321885,68,"Koda",2023-03-30
274172.886634297,5801703.99236413,74,"Koda",2023-03-31
274140.816526908,5801726.60315019,72,"Koda",2023-04-01
274153.750258046,5801679.29308547,68,"Koda",2023-04-02
274146.591964535,5801729.39773062,58,"Koda",2023-04-03
274186.843331411,5801738.90471394,63,"Koda",2023-04-04
274176.515736076,5801747.44571002,68,"Koda",2023-04-05
274231.772789938,5801700.71695486,65,"Koda",2023-04-06
274214.875567889,5801740.46888297,66,"Koda",2023-04-07
274291.149765138,5802406.33211803,65,"Koda",2023-04-08
274318.46823227,5802634.6485324,66,"Koda",2023-04-09
274267.078490669,5802683.13631662,66,"Koda",2023-04-10
274231.655416339,5802467.87595593,64,"Koda",2023-04-11
274269.049358896,5802413.80990701,62,"Koda",2023-04-12
274296.520721272,5802490.37920672,65,"Koda",2023-04-13
274259.59748033,5802507.76905843,65,"Koda",2023-04-14
274301.685487931,5802490.42199571,66,"Koda",2023-04-15
274300.915452559,5802492.85539169,58,"Koda",2023-04-16
274283.768918856,5802534.80640512,65,"Koda",2023-04-17
274296.08033912,5802487.95948054,63,"Koda",2023-04-18
274297.391460081,5802500.77326197,65,"Koda",2023-04-19
274304.374516512,5802489.47337956,64,"Koda",2023-04-20
274250.529924512,5802460.81415179,63,"Koda",2023-04-21
274233.226410088,5802445.19273603,62,"Koda",2023-04-22
274235.959985158,5802458.12641301,63,"Koda",2023-04-23
274275.884509018,5802441.30423913,64,"Koda",2023-04-24
274346.694900653,5802494.63584403,61,"Koda",2023-04-25
274421.008178347,5802574.50448771,62,"Koda",2023-04-26
274389.327354192,5802601.37955977,63,"Koda",2023-04-27
274390.827711325,5802611.49977488,60,"Koda",2023-04-28
274387.673942583,5802623.74944664,57,"Koda",2023-04-29
274388.910863294,5802619.52764795,65,"Koda",2023-04-30
274338.893625675,5802485.78027195,60,"Koda",2023-05-01
274425.194955061,5802616.79524993,60,"Koda",2023-05-02
274394.758678758,5802576.87599037,59,"Koda",2023-05-03
274683.640762446,5802406.69036326,60,"Koda",2023-05-04
274383.119808407,5802617.50134531,60,"Koda",2023-05-05
274208.147678052,5802642.29755812,60,"Koda",2023-05-06
274662.974953008,5802321.67833151,54,"Koda",2023-05-07
274230.365443057,5802592.64405371,52,"Koda",2023-05-08
274309.826541866,5802621.85952624,59,"Koda",2023-05-09
274290.916949009,5802613.0352054,60,"Koda",2023-05-10
274263.237937145,5802594.88138806,60,"Koda",2023-05-11
274261.068701151,5802584.07225729,54,"Koda",2023-05-12
274293.763855907,5802615.82338399,59,"Koda",2023-05-13
274348.038479343,5802643.22658716,48,"Koda",2023-05-14
274264.741116551,5802616.15083952,45,"Koda",2023-05-15
274276.148521954,5802483.34222479,58,"Koda",2023-05-16
274254.073476839,5802524.55440174,60,"Koda",2023-05-17
274154.777503724,5802500.61788346,56,"Koda",2023-05-18
274152.327261996,5802487.13775237,60,"Koda",2023-05-19
274158.331707468,5802488.11076998,57,"Koda",2023-05-20
274157.242841377,5802472.022702,59,"Koda",2023-05-21
274157.491504332,5802481.99650894,59,"Koda",2023-05-22
274224.046620033,5802468.45206634,58,"Koda",2023-05-23
274125.260678695,5802445.68843701,56,"Koda",2023-05-24
274114.40395553,5802422.74049431,57,"Koda",2023-05-25
274132.066626796,5802418.29275918,54,"Koda",2023-05-26
274126.68023939,5802444.37293788,55,"Koda",2023-05-27
274123.366664864,5802403.71102448,54,"Koda",2023-05-28
274175.147059146,5802397.00975537,58,"Koda",2023-05-29
274136.240949114,5802393.96544627,58,"Koda",2023-05-30
274137.202285271,5802433.7938855,55,"Koda",2023-05-31
