"id","date_bird","state1","state2","state3","state4","total","state1p","state2p","state3p","state4p"
"Marmalade","2023-01-27",42,64,0,0,106,0.39622641509434,0.60377358490566,0,0
"Nutmeg","2023-01-27",59,22,0,4,85,0.694117647058824,0.258823529411765,0,0.0470588235294118
"Prem","2023-01-27",15,31,0,17,63,0.238095238095238,0.492063492063492,0,0.26984126984127
"Robin","2023-01-27",0,40,17,10,67,0,0.597014925373134,0.253731343283582,0.149253731343284
"Rove","2023-01-27",66,17,0,6,89,0.741573033707865,0.191011235955056,0,0.0674157303370786
"Sage","2023-01-27",34,31,29,10,104,0.326923076923077,0.298076923076923,0.278846153846154,0.0961538461538462
"Valentine","2023-01-27",84,34,0,0,118,0.711864406779661,0.288135593220339,0,0
"Aurora","2023-01-28",0,63,17,3,83,0,0.759036144578313,0.204819277108434,0.036144578313253
"Briar","2023-01-28",0,80,8,1,89,0,0.898876404494382,0.0898876404494382,0.0112359550561798
"Brook","2023-01-28",0,45,0,0,45,0,1,0,0
"Clover","2023-01-28",34,80,0,0,114,0.298245614035088,0.701754385964912,0,0
"Iona","2023-01-28",0,31,9,0,40,0,0.775,0.225,0
"Koda","2023-01-28",0,88,7,2,97,0,0.907216494845361,0.0721649484536082,0.0206185567010309
"Marmalade","2023-01-28",11,73,0,0,84,0.130952380952381,0.869047619047619,0,0
"Nutmeg","2023-01-28",32,42,0,0,74,0.432432432432432,0.567567567567568,0,0
"Prem","2023-01-28",0,85,0,7,92,0,0.923913043478261,0,0.0760869565217391
"Robin","2023-01-28",0,77,9,2,88,0,0.875,0.102272727272727,0.0227272727272727
"Rove","2023-01-28",48,32,0,1,81,0.592592592592593,0.395061728395062,0,0.0123456790123457
"Sage","2023-01-28",0,52,16,6,74,0,0.702702702702703,0.216216216216216,0.0810810810810811
"Valentine","2023-01-28",24,20,0,3,47,0.51063829787234,0.425531914893617,0,0.0638297872340425
"Aurora","2023-01-29",6,86,0,2,94,0.0638297872340425,0.914893617021277,0,0.0212765957446809
"Briar","2023-01-29",0,64,5,1,70,0,0.914285714285714,0.0714285714285714,0.0142857142857143
"Brook","2023-01-29",0,39,0,5,44,0,0.886363636363636,0,0.113636363636364
"Clover","2023-01-29",0,42,10,0,52,0,0.807692307692308,0.192307692307692,0
"Iona","2023-01-29",0,46,7,0,53,0,0.867924528301887,0.132075471698113,0
"Koda","2023-01-29",0,64,5,0,69,0,0.927536231884058,0.072463768115942,0
"Marmalade","2023-01-29",0,46,7,0,53,0,0.867924528301887,0.132075471698113,0
"Nutmeg","2023-01-29",34,49,5,1,89,0.382022471910112,0.550561797752809,0.0561797752808989,0.0112359550561798
"Prem","2023-01-29",35,24,3,1,63,0.555555555555556,0.380952380952381,0.0476190476190476,0.0158730158730159
"Robin","2023-01-29",0,73,17,2,92,0,0.793478260869565,0.184782608695652,0.0217391304347826
"Rove","2023-01-29",0,78,8,5,91,0,0.857142857142857,0.0879120879120879,0.0549450549450549
"Sage","2023-01-29",0,30,7,5,42,0,0.714285714285714,0.166666666666667,0.119047619047619
"Valentine","2023-01-29",39,8,3,0,50,0.78,0.16,0.06,0
"Aurora","2023-01-30",0,80,0,2,82,0,0.975609756097561,0,0.024390243902439
"Briar","2023-01-30",19,52,3,11,85,0.223529411764706,0.611764705882353,0.0352941176470588,0.129411764705882
"Brook","2023-01-30",0,27,0,0,27,0,1,0,0
"Clover","2023-01-30",43,59,0,0,102,0.42156862745098,0.57843137254902,0,0
"Iona","2023-01-30",18,51,0,1,70,0.257142857142857,0.728571428571429,0,0.0142857142857143
"Koda","2023-01-30",0,110,0,3,113,0,0.973451327433628,0,0.0265486725663717
"Marmalade","2023-01-30",0,59,0,0,59,0,1,0,0
"Nutmeg","2023-01-30",22,22,0,0,44,0.5,0.5,0,0
"Prem","2023-01-30",0,89,12,1,102,0,0.872549019607843,0.117647058823529,0.00980392156862745
"Robin","2023-01-30",32,22,14,1,69,0.463768115942029,0.318840579710145,0.202898550724638,0.0144927536231884
"Rove","2023-01-30",60,6,2,0,68,0.882352941176471,0.0882352941176471,0.0294117647058824,0
"Sage","2023-01-30",0,62,20,2,84,0,0.738095238095238,0.238095238095238,0.0238095238095238
"Valentine","2023-01-30",29,91,0,0,120,0.241666666666667,0.758333333333333,0,0
"Aurora","2023-01-31",8,92,0,1,101,0.0792079207920792,0.910891089108911,0,0.0099009900990099
"Briar","2023-01-31",0,85,2,6,93,0,0.913978494623656,0.021505376344086,0.0645161290322581
"Brook","2023-01-31",32,85,0,0,117,0.273504273504274,0.726495726495726,0,0
"Clover","2023-01-31",57,56,0,0,113,0.504424778761062,0.495575221238938,0,0
"Iona","2023-01-31",59,20,7,0,86,0.686046511627907,0.232558139534884,0.0813953488372093,0
"Koda","2023-01-31",167,78,0,0,245,0.681632653061224,0.318367346938775,0,0
"Marmalade","2023-01-31",59,32,2,0,93,0.634408602150538,0.344086021505376,0.021505376344086,0
"Nutmeg","2023-01-31",43,32,2,2,79,0.544303797468354,0.40506329113924,0.0253164556962025,0.0253164556962025
"Prem","2023-01-31",0,71,13,1,85,0,0.835294117647059,0.152941176470588,0.0117647058823529
"Robin","2023-01-31",0,78,2,3,83,0,0.939759036144578,0.0240963855421687,0.036144578313253
"Rove","2023-01-31",11,75,0,1,87,0.126436781609195,0.862068965517241,0,0.0114942528735632
"Sage","2023-01-31",7,64,9,6,86,0.0813953488372093,0.744186046511628,0.104651162790698,0.0697674418604651
"Valentine","2023-01-31",0,120,0,0,120,0,1,0,0
"Aurora","2023-02-01",12,70,4,1,87,0.137931034482759,0.804597701149425,0.0459770114942529,0.0114942528735632
"Briar","2023-02-01",12,60,8,9,89,0.134831460674157,0.674157303370786,0.0898876404494382,0.101123595505618
"Brook","2023-02-01",50,53,2,2,107,0.467289719626168,0.495327102803738,0.0186915887850467,0.0186915887850467
"Clover","2023-02-01",43,56,0,4,103,0.41747572815534,0.543689320388349,0,0.0388349514563107
"Iona","2023-02-01",36,84,0,0,120,0.3,0.7,0,0
"Koda","2023-02-01",0,84,25,0,109,0,0.770642201834862,0.229357798165138,0
"Marmalade","2023-02-01",13,91,0,0,104,0.125,0.875,0,0
"Nutmeg","2023-02-01",18,23,0,7,48,0.375,0.479166666666667,0,0.145833333333333
"Prem","2023-02-01",30,45,16,3,94,0.319148936170213,0.478723404255319,0.170212765957447,0.0319148936170213
"Robin","2023-02-01",0,78,3,0,81,0,0.962962962962963,0.037037037037037,0
"Rove","2023-02-01",8,93,0,0,101,0.0792079207920792,0.920792079207921,0,0
"Sage","2023-02-01",28,43,3,6,80,0.35,0.5375,0.0375,0.075
"Valentine","2023-02-01",24,96,0,0,120,0.2,0.8,0,0
"Aurora","2023-02-02",0,90,7,0,97,0,0.927835051546392,0.0721649484536082,0
"Briar","2023-02-02",0,103,0,0,103,0,1,0,0
"Brook","2023-02-02",0,0,0,4,4,0,0,0,1
"Clover","2023-02-02",25,95,0,0,120,0.208333333333333,0.791666666666667,0,0
"Iona","2023-02-02",51,66,0,0,117,0.435897435897436,0.564102564102564,0,0
"Koda","2023-02-02",0,71,0,6,77,0,0.922077922077922,0,0.0779220779220779
"Marmalade","2023-02-02",41,78,0,0,119,0.34453781512605,0.65546218487395,0,0
"Nutmeg","2023-02-02",0,94,3,0,97,0,0.969072164948454,0.0309278350515464,0
"Prem","2023-02-02",0,58,0,9,67,0,0.865671641791045,0,0.134328358208955
"Robin","2023-02-02",32,52,11,0,95,0.336842105263158,0.547368421052632,0.115789473684211,0
"Rove","2023-02-02",58,20,0,0,78,0.743589743589744,0.256410256410256,0,0
"Sage","2023-02-02",11,63,15,3,92,0.119565217391304,0.684782608695652,0.16304347826087,0.0326086956521739
"Valentine","2023-02-02",22,90,0,0,112,0.196428571428571,0.803571428571429,0,0
"Aurora","2023-02-03",42,60,0,10,112,0.375,0.535714285714286,0,0.0892857142857143
"Briar","2023-02-03",0,39,5,3,47,0,0.829787234042553,0.106382978723404,0.0638297872340425
"Brook","2023-02-03",39,58,0,0,97,0.402061855670103,0.597938144329897,0,0
"Clover","2023-02-03",20,101,0,0,121,0.165289256198347,0.834710743801653,0,0
"Iona","2023-02-03",10,92,14,1,117,0.0854700854700855,0.786324786324786,0.11965811965812,0.00854700854700855
"Koda","2023-02-03",75,148,16,3,242,0.309917355371901,0.611570247933884,0.0661157024793388,0.012396694214876
"Marmalade","2023-02-03",53,19,0,0,72,0.736111111111111,0.263888888888889,0,0
"Nutmeg","2023-02-03",63,39,0,0,102,0.617647058823529,0.382352941176471,0,0
"Prem","2023-02-03",40,151,0,13,204,0.196078431372549,0.740196078431373,0,0.0637254901960784
"Robin","2023-02-03",136,46,9,2,193,0.704663212435233,0.238341968911917,0.0466321243523316,0.0103626943005181
"Rove","2023-02-03",0,88,7,0,95,0,0.926315789473684,0.0736842105263158,0
"Sage","2023-02-03",43,48,4,11,106,0.405660377358491,0.452830188679245,0.0377358490566038,0.10377358490566
"Valentine","2023-02-03",16,104,0,0,120,0.133333333333333,0.866666666666667,0,0
"Aurora","2023-02-04",0,62,0,5,67,0,0.925373134328358,0,0.0746268656716418
"Briar","2023-02-04",69,62,11,10,152,0.453947368421053,0.407894736842105,0.0723684210526316,0.0657894736842105
"Brook","2023-02-04",23,88,3,0,114,0.201754385964912,0.771929824561403,0.0263157894736842,0
"Clover","2023-02-04",0,92,6,0,98,0,0.938775510204082,0.0612244897959184,0
"Iona","2023-02-04",9,95,17,0,121,0.0743801652892562,0.785123966942149,0.140495867768595,0
"Koda","2023-02-04",209,70,9,0,288,0.725694444444444,0.243055555555556,0.03125,0
"Marmalade","2023-02-04",9,107,6,0,122,0.0737704918032787,0.877049180327869,0.0491803278688525,0
"Nutmeg","2023-02-04",239,60,0,1,300,0.796666666666667,0.2,0,0.00333333333333333
"Prem","2023-02-04",106,89,16,0,211,0.502369668246445,0.421800947867299,0.0758293838862559,0
"Robin","2023-02-04",245,34,5,0,284,0.862676056338028,0.119718309859155,0.0176056338028169,0
"Rove","2023-02-04",0,80,0,3,83,0,0.963855421686747,0,0.036144578313253
"Sage","2023-02-04",173,80,8,9,270,0.640740740740741,0.296296296296296,0.0296296296296296,0.0333333333333333
"Valentine","2023-02-04",30,91,0,0,121,0.247933884297521,0.752066115702479,0,0
"Aurora","2023-02-05",6,25,16,6,53,0.113207547169811,0.471698113207547,0.30188679245283,0.113207547169811
"Briar","2023-02-05",0,41,10,6,57,0,0.719298245614035,0.175438596491228,0.105263157894737
"Brook","2023-02-05",37,51,6,4,98,0.377551020408163,0.520408163265306,0.0612244897959184,0.0408163265306122
"Clover","2023-02-05",0,105,14,0,119,0,0.882352941176471,0.117647058823529,0
"Iona","2023-02-05",30,50,4,0,84,0.357142857142857,0.595238095238095,0.0476190476190476,0
"Koda","2023-02-05",0,48,7,2,57,0,0.842105263157895,0.12280701754386,0.0350877192982456
"Marmalade","2023-02-05",2,92,0,0,94,0.0212765957446809,0.978723404255319,0,0
"Nutmeg","2023-02-05",0,52,10,5,67,0,0.776119402985075,0.149253731343284,0.0746268656716418
"Prem","2023-02-05",15,74,2,9,100,0.15,0.74,0.02,0.09
"Robin","2023-02-05",53,28,0,1,82,0.646341463414634,0.341463414634146,0,0.0121951219512195
"Rove","2023-02-05",4,94,0,0,98,0.0408163265306122,0.959183673469388,0,0
"Sage","2023-02-05",0,42,0,1,43,0,0.976744186046512,0,0.0232558139534884
"Valentine","2023-02-05",0,94,15,6,115,0,0.817391304347826,0.130434782608696,0.0521739130434783
"Aurora","2023-02-06",0,69,18,0,87,0,0.793103448275862,0.206896551724138,0
"Briar","2023-02-06",5,65,7,5,82,0.0609756097560976,0.792682926829268,0.0853658536585366,0.0609756097560976
"Brook","2023-02-06",27,60,12,0,99,0.272727272727273,0.606060606060606,0.121212121212121,0
"Clover","2023-02-06",0,121,0,0,121,0,1,0,0
"Iona","2023-02-06",0,119,2,0,121,0,0.983471074380165,0.0165289256198347,0
"Koda","2023-02-06",31,134,7,0,172,0.180232558139535,0.779069767441861,0.0406976744186047,0
"Marmalade","2023-02-06",10,108,4,0,122,0.0819672131147541,0.885245901639344,0.0327868852459016,0
"Nutmeg","2023-02-06",20,67,0,0,87,0.229885057471264,0.770114942528736,0,0
"Prem","2023-02-06",9,48,3,9,69,0.130434782608696,0.695652173913043,0.0434782608695652,0.130434782608696
"Robin","2023-02-06",109,46,7,0,162,0.672839506172839,0.283950617283951,0.0432098765432099,0
"Rove","2023-02-06",7,97,3,0,107,0.0654205607476635,0.906542056074766,0.0280373831775701,0
"Sage","2023-02-06",29,53,0,12,94,0.308510638297872,0.563829787234043,0,0.127659574468085
"Valentine","2023-02-06",86,36,0,0,122,0.704918032786885,0.295081967213115,0,0
"Aurora","2023-02-07",0,106,0,0,106,0,1,0,0
"Briar","2023-02-07",16,48,20,9,93,0.172043010752688,0.516129032258065,0.21505376344086,0.0967741935483871
"Brook","2023-02-07",66,34,0,7,107,0.616822429906542,0.317757009345794,0,0.0654205607476635
"Clover","2023-02-07",27,62,0,2,91,0.296703296703297,0.681318681318681,0,0.021978021978022
"Iona","2023-02-07",0,123,0,0,123,0,1,0,0
"Koda","2023-02-07",19,124,3,1,147,0.129251700680272,0.843537414965986,0.0204081632653061,0.00680272108843537
"Marmalade","2023-02-07",19,97,6,0,122,0.155737704918033,0.795081967213115,0.0491803278688525,0
"Nutmeg","2023-02-07",13,83,4,0,100,0.13,0.83,0.04,0
"Prem","2023-02-07",0,44,16,4,64,0,0.6875,0.25,0.0625
"Robin","2023-02-07",112,90,0,0,202,0.554455445544555,0.445544554455446,0,0
"Rove","2023-02-07",2,101,0,3,106,0.0188679245283019,0.952830188679245,0,0.0283018867924528
"Sage","2023-02-07",23,29,18,18,88,0.261363636363636,0.329545454545455,0.204545454545455,0.204545454545455
"Valentine","2023-02-07",0,70,8,0,78,0,0.897435897435897,0.102564102564103,0
"Aurora","2023-02-08",10,72,8,1,91,0.10989010989011,0.791208791208791,0.0879120879120879,0.010989010989011
"Briar","2023-02-08",0,56,20,6,82,0,0.682926829268293,0.24390243902439,0.0731707317073171
"Brook","2023-02-08",32,30,22,0,84,0.380952380952381,0.357142857142857,0.261904761904762,0
"Clover","2023-02-08",11,75,0,1,87,0.126436781609195,0.862068965517241,0,0.0114942528735632
"Iona","2023-02-08",0,121,2,0,123,0,0.983739837398374,0.016260162601626,0
"Koda","2023-02-08",40,138,0,0,178,0.224719101123595,0.775280898876405,0,0
"Marmalade","2023-02-08",11,108,4,0,123,0.0894308943089431,0.878048780487805,0.032520325203252,0
"Nutmeg","2023-02-08",0,68,18,8,94,0,0.723404255319149,0.191489361702128,0.0851063829787234
"Prem","2023-02-08",0,81,6,4,91,0,0.89010989010989,0.0659340659340659,0.043956043956044
"Robin","2023-02-08",64,84,3,1,152,0.421052631578947,0.552631578947368,0.0197368421052632,0.00657894736842105
"Rove","2023-02-08",0,111,3,0,114,0,0.973684210526316,0.0263157894736842,0
"Sage","2023-02-08",17,60,0,2,79,0.215189873417722,0.759493670886076,0,0.0253164556962025
"Valentine","2023-02-08",36,87,0,0,123,0.292682926829268,0.707317073170732,0,0
"Aurora","2023-02-09",0,62,24,8,94,0,0.659574468085106,0.25531914893617,0.0851063829787234
"Briar","2023-02-09",0,101,4,6,111,0,0.90990990990991,0.036036036036036,0.0540540540540541
"Brook","2023-02-09",0,38,13,0,51,0,0.745098039215686,0.254901960784314,0
"Clover","2023-02-09",0,75,11,0,86,0,0.872093023255814,0.127906976744186,0
"Iona","2023-02-09",0,74,0,2,76,0,0.973684210526316,0,0.0263157894736842
"Koda","2023-02-09",0,86,6,1,93,0,0.924731182795699,0.0645161290322581,0.010752688172043
"Marmalade","2023-02-09",25,68,6,0,99,0.252525252525253,0.686868686868687,0.0606060606060606,0
"Nutmeg","2023-02-09",20,43,8,7,78,0.256410256410256,0.551282051282051,0.102564102564103,0.0897435897435897
"Prem","2023-02-09",0,63,20,5,88,0,0.715909090909091,0.227272727272727,0.0568181818181818
"Robin","2023-02-09",10,55,16,2,83,0.120481927710843,0.662650602409639,0.192771084337349,0.0240963855421687
"Rove","2023-02-09",16,64,4,4,88,0.181818181818182,0.727272727272727,0.0454545454545455,0.0454545454545455
"Sage","2023-02-09",24,44,28,6,102,0.235294117647059,0.431372549019608,0.274509803921569,0.0588235294117647
"Valentine","2023-02-09",0,111,0,0,111,0,1,0,0
"Aurora","2023-02-10",13,66,6,2,87,0.149425287356322,0.758620689655172,0.0689655172413793,0.0229885057471264
"Briar","2023-02-10",0,66,8,4,78,0,0.846153846153846,0.102564102564103,0.0512820512820513
"Brook","2023-02-10",0,66,0,0,66,0,1,0,0
"Clover","2023-02-10",0,79,5,0,84,0,0.94047619047619,0.0595238095238095,0
"Iona","2023-02-10",0,40,8,0,48,0,0.833333333333333,0.166666666666667,0
"Koda","2023-02-10",0,100,5,1,106,0,0.943396226415094,0.0471698113207547,0.00943396226415094
"Marmalade","2023-02-10",15,68,5,0,88,0.170454545454545,0.772727272727273,0.0568181818181818,0
"Nutmeg","2023-02-10",12,71,14,0,97,0.123711340206186,0.731958762886598,0.144329896907216,0
"Prem","2023-02-10",23,63,24,2,112,0.205357142857143,0.5625,0.214285714285714,0.0178571428571429
"Robin","2023-02-10",0,46,28,4,78,0,0.58974358974359,0.358974358974359,0.0512820512820513
"Rove","2023-02-10",44,53,7,0,104,0.423076923076923,0.509615384615385,0.0673076923076923,0
"Sage","2023-02-10",18,60,17,11,106,0.169811320754717,0.566037735849057,0.160377358490566,0.10377358490566
"Valentine","2023-02-10",0,71,5,0,76,0,0.934210526315789,0.0657894736842105,0
"Aurora","2023-02-11",0,104,0,0,104,0,1,0,0
"Briar","2023-02-11",9,71,7,3,90,0.1,0.788888888888889,0.0777777777777778,0.0333333333333333
"Brook","2023-02-11",24,29,0,3,56,0.428571428571429,0.517857142857143,0,0.0535714285714286
"Clover","2023-02-11",0,76,0,0,76,0,1,0,0
"Iona","2023-02-11",4,27,21,7,59,0.0677966101694915,0.457627118644068,0.355932203389831,0.11864406779661
"Koda","2023-02-11",0,61,25,7,93,0,0.655913978494624,0.268817204301075,0.0752688172043011
"Marmalade","2023-02-11",32,46,0,1,79,0.40506329113924,0.582278481012658,0,0.0126582278481013
"Nutmeg","2023-02-11",20,43,0,4,67,0.298507462686567,0.641791044776119,0,0.0597014925373134
"Prem","2023-02-11",53,32,0,9,94,0.563829787234043,0.340425531914894,0,0.0957446808510638
"Robin","2023-02-11",0,98,0,1,99,0,0.98989898989899,0,0.0101010101010101
"Rove","2023-02-11",0,56,21,2,79,0,0.708860759493671,0.265822784810127,0.0253164556962025
"Sage","2023-02-11",13,79,0,6,98,0.13265306122449,0.806122448979592,0,0.0612244897959184
"Valentine","2023-02-11",33,59,0,0,92,0.358695652173913,0.641304347826087,0,0
"Aurora","2023-02-12",21,49,4,0,74,0.283783783783784,0.662162162162162,0.0540540540540541,0
"Briar","2023-02-12",0,82,14,4,100,0,0.82,0.14,0.04
"Brook","2023-02-12",58,61,0,0,119,0.487394957983193,0.512605042016807,0,0
"Clover","2023-02-12",0,124,0,0,124,0,1,0,0
"Iona","2023-02-12",22,87,8,0,117,0.188034188034188,0.743589743589744,0.0683760683760684,0
"Koda","2023-02-12",82,97,3,2,184,0.445652173913043,0.527173913043478,0.016304347826087,0.0108695652173913
"Marmalade","2023-02-12",28,87,0,0,115,0.243478260869565,0.756521739130435,0,0
"Nutmeg","2023-02-12",0,92,6,1,99,0,0.929292929292929,0.0606060606060606,0.0101010101010101
"Prem","2023-02-12",0,55,30,2,87,0,0.632183908045977,0.344827586206897,0.0229885057471264
"Robin","2023-02-12",46,53,0,1,100,0.46,0.53,0,0.01
"Rove","2023-02-12",0,89,8,2,99,0,0.898989898989899,0.0808080808080808,0.0202020202020202
"Sage","2023-02-12",0,83,20,8,111,0,0.747747747747748,0.18018018018018,0.0720720720720721
"Valentine","2023-02-12",0,117,6,1,124,0,0.943548387096774,0.0483870967741935,0.00806451612903226
"Aurora","2023-02-13",0,89,2,0,91,0,0.978021978021978,0.021978021978022,0
"Briar","2023-02-13",0,70,13,3,86,0,0.813953488372093,0.151162790697674,0.0348837209302326
"Brook","2023-02-13",41,77,7,0,125,0.328,0.616,0.056,0
"Clover","2023-02-13",8,116,0,0,124,0.0645161290322581,0.935483870967742,0,0
"Iona","2023-02-13",34,73,18,0,125,0.272,0.584,0.144,0
"Koda","2023-02-13",8,77,14,1,100,0.08,0.77,0.14,0.01
"Marmalade","2023-02-13",0,105,6,0,111,0,0.945945945945946,0.0540540540540541,0
"Nutmeg","2023-02-13",0,80,5,9,94,0,0.851063829787234,0.0531914893617021,0.0957446808510638
"Prem","2023-02-13",0,101,0,6,107,0,0.94392523364486,0,0.0560747663551402
"Robin","2023-02-13",0,80,0,0,80,0,1,0,0
"Rove","2023-02-13",34,68,0,1,103,0.330097087378641,0.660194174757282,0,0.00970873786407767
"Sage","2023-02-13",18,43,18,0,79,0.227848101265823,0.544303797468354,0.227848101265823,0
"Valentine","2023-02-13",0,124,0,0,124,0,1,0,0
"Aurora","2023-02-14",20,81,4,2,107,0.186915887850467,0.757009345794392,0.0373831775700935,0.0186915887850467
"Briar","2023-02-14",0,76,7,9,92,0,0.826086956521739,0.0760869565217391,0.0978260869565217
"Brook","2023-02-14",35,89,0,0,124,0.282258064516129,0.717741935483871,0,0
"Clover","2023-02-14",3,91,0,1,95,0.0315789473684211,0.957894736842105,0,0.0105263157894737
"Iona","2023-02-14",3,114,7,0,124,0.0241935483870968,0.919354838709677,0.0564516129032258,0
"Koda","2023-02-14",168,55,0,0,223,0.753363228699552,0.246636771300448,0,0
"Marmalade","2023-02-14",61,49,3,2,115,0.530434782608696,0.426086956521739,0.0260869565217391,0.0173913043478261
"Nutmeg","2023-02-14",45,36,8,4,93,0.483870967741935,0.387096774193548,0.0860215053763441,0.043010752688172
"Prem","2023-02-14",0,76,30,1,107,0,0.710280373831776,0.280373831775701,0.00934579439252336
"Robin","2023-02-14",50,100,0,0,150,0.333333333333333,0.666666666666667,0,0
"Rove","2023-02-14",2,101,4,7,114,0.0175438596491228,0.885964912280702,0.0350877192982456,0.0614035087719298
"Sage","2023-02-14",11,80,19,4,114,0.0964912280701754,0.701754385964912,0.166666666666667,0.0350877192982456
"Valentine","2023-02-14",23,100,0,0,123,0.186991869918699,0.813008130081301,0,0
"Aurora","2023-02-15",18,57,27,1,103,0.174757281553398,0.553398058252427,0.262135922330097,0.00970873786407767
"Briar","2023-02-15",27,60,1,7,95,0.284210526315789,0.631578947368421,0.0105263157894737,0.0736842105263158
"Brook","2023-02-15",0,55,4,0,59,0,0.932203389830508,0.0677966101694915,0
"Clover","2023-02-15",0,89,0,0,89,0,1,0,0
"Iona","2023-02-15",0,57,9,0,66,0,0.863636363636364,0.136363636363636,0
"Koda","2023-02-15",0,80,8,1,89,0,0.898876404494382,0.0898876404494382,0.0112359550561798
"Marmalade","2023-02-15",0,82,0,0,82,0,1,0,0
"Nutmeg","2023-02-15",64,23,4,10,101,0.633663366336634,0.227722772277228,0.0396039603960396,0.099009900990099
"Prem","2023-02-15",0,110,10,0,120,0,0.916666666666667,0.0833333333333333,0
"Robin","2023-02-15",25,71,4,1,101,0.247524752475248,0.702970297029703,0.0396039603960396,0.0099009900990099
"Rove","2023-02-15",0,102,7,0,109,0,0.935779816513762,0.0642201834862385,0
"Sage","2023-02-15",0,54,46,2,102,0,0.529411764705882,0.450980392156863,0.0196078431372549
"Valentine","2023-02-15",1,70,13,10,94,0.0106382978723404,0.74468085106383,0.138297872340426,0.106382978723404
"Aurora","2023-02-16",20,51,0,6,77,0.25974025974026,0.662337662337662,0,0.0779220779220779
"Briar","2023-02-16",33,48,16,3,100,0.33,0.48,0.16,0.03
"Brook","2023-02-16",0,55,0,0,55,0,1,0,0
"Clover","2023-02-16",10,47,0,0,57,0.175438596491228,0.824561403508772,0,0
"Iona","2023-02-16",0,30,9,5,44,0,0.681818181818182,0.204545454545455,0.113636363636364
"Koda","2023-02-16",0,96,22,2,120,0,0.8,0.183333333333333,0.0166666666666667
"Marmalade","2023-02-16",0,49,5,1,55,0,0.890909090909091,0.0909090909090909,0.0181818181818182
"Nutmeg","2023-02-16",50,25,16,4,95,0.526315789473684,0.263157894736842,0.168421052631579,0.0421052631578947
"Prem","2023-02-16",0,9,14,30,53,0,0.169811320754717,0.264150943396226,0.566037735849057
"Robin","2023-02-16",0,106,10,0,116,0,0.913793103448276,0.0862068965517241,0
"Rove","2023-02-16",13,61,19,8,101,0.128712871287129,0.603960396039604,0.188118811881188,0.0792079207920792
"Sage","2023-02-16",0,48,8,16,72,0,0.666666666666667,0.111111111111111,0.222222222222222
"Valentine","2023-02-16",0,41,5,7,53,0,0.773584905660377,0.0943396226415094,0.132075471698113
"Aurora","2023-02-17",0,80,22,0,102,0,0.784313725490196,0.215686274509804,0
"Briar","2023-02-17",39,55,2,4,100,0.39,0.55,0.02,0.04
"Brook","2023-02-17",0,51,3,0,54,0,0.944444444444444,0.0555555555555556,0
"Clover","2023-02-17",0,25,21,0,46,0,0.543478260869565,0.456521739130435,0
"Iona","2023-02-17",0,49,0,4,53,0,0.924528301886792,0,0.0754716981132075
"Koda","2023-02-17",0,59,42,5,106,0,0.556603773584906,0.39622641509434,0.0471698113207547
"Marmalade","2023-02-17",0,8,5,1,14,0,0.571428571428571,0.357142857142857,0.0714285714285714
"Nutmeg","2023-02-17",12,67,6,2,87,0.137931034482759,0.770114942528736,0.0689655172413793,0.0229885057471264
"Prem","2023-02-17",0,35,2,10,47,0,0.74468085106383,0.0425531914893617,0.212765957446809
"Robin","2023-02-17",13,85,0,0,98,0.13265306122449,0.86734693877551,0,0
"Rove","2023-02-17",0,52,0,4,56,0,0.928571428571429,0,0.0714285714285714
"Sage","2023-02-17",0,21,12,14,47,0,0.446808510638298,0.25531914893617,0.297872340425532
"Valentine","2023-02-17",0,48,6,0,54,0,0.888888888888889,0.111111111111111,0
"Aurora","2023-02-18",0,80,26,1,107,0,0.747663551401869,0.242990654205607,0.00934579439252336
"Briar","2023-02-18",37,19,0,5,61,0.60655737704918,0.311475409836066,0,0.0819672131147541
"Brook","2023-02-18",0,50,0,13,63,0,0.793650793650794,0,0.206349206349206
"Clover","2023-02-18",0,48,4,0,52,0,0.923076923076923,0.0769230769230769,0
"Iona","2023-02-18",0,40,7,2,49,0,0.816326530612245,0.142857142857143,0.0408163265306122
"Koda","2023-02-18",0,87,27,1,115,0,0.756521739130435,0.234782608695652,0.00869565217391304
"Marmalade","2023-02-18",0,47,0,5,52,0,0.903846153846154,0,0.0961538461538462
"Nutmeg","2023-02-18",59,11,0,2,72,0.819444444444444,0.152777777777778,0,0.0277777777777778
"Prem","2023-02-18",0,40,3,9,52,0,0.769230769230769,0.0576923076923077,0.173076923076923
"Robin","2023-02-18",0,91,0,1,92,0,0.989130434782609,0,0.0108695652173913
"Rove","2023-02-18",0,47,0,4,51,0,0.92156862745098,0,0.0784313725490196
"Sage","2023-02-18",0,60,33,7,100,0,0.6,0.33,0.07
"Valentine","2023-02-18",14,31,7,0,52,0.269230769230769,0.596153846153846,0.134615384615385,0
"Aurora","2023-02-19",0,79,15,10,104,0,0.759615384615385,0.144230769230769,0.0961538461538462
"Briar","2023-02-19",0,68,7,6,81,0,0.839506172839506,0.0864197530864197,0.0740740740740741
"Brook","2023-02-19",0,53,3,0,56,0,0.946428571428571,0.0535714285714286,0
"Clover","2023-02-19",0,49,14,0,63,0,0.777777777777778,0.222222222222222,0
"Iona","2023-02-19",0,52,2,2,56,0,0.928571428571429,0.0357142857142857,0.0357142857142857
"Koda","2023-02-19",6,71,19,1,97,0.0618556701030928,0.731958762886598,0.195876288659794,0.0103092783505155
