"id","date_bird","state1","state2","state3","state4","total","state1p","state2p","state3p","state4p"
"Marmalade","2023-05-10",0,9,4,13,26,0,0.346153846153846,0.153846153846154,0.5
"Nutmeg","2023-05-10",0,41,14,22,77,0,0.532467532467532,0.181818181818182,0.285714285714286
"Robin","2023-05-10",0,69,23,6,98,0,0.704081632653061,0.23469387755102,0.0612244897959184
"Sage","2023-05-10",27,25,10,4,66,0.409090909090909,0.378787878787879,0.151515151515152,0.0606060606060606
"Valentine","2023-05-10",0,15,0,13,28,0,0.535714285714286,0,0.464285714285714
"Aurora","2023-05-11",0,66,5,8,79,0,0.835443037974684,0.0632911392405063,0.10126582278481
"Brook","2023-05-11",2,28,16,15,61,0.0327868852459016,0.459016393442623,0.262295081967213,0.245901639344262
"Iona","2023-05-11",0,55,6,12,73,0,0.753424657534247,0.0821917808219178,0.164383561643836
"Koda","2023-05-11",0,50,20,12,82,0,0.609756097560976,0.24390243902439,0.146341463414634
"Marmalade","2023-05-11",0,12,0,5,17,0,0.705882352941177,0,0.294117647058824
"Nutmeg","2023-05-11",26,23,11,16,76,0.342105263157895,0.302631578947368,0.144736842105263,0.210526315789474
"Robin","2023-05-11",16,50,8,26,100,0.16,0.5,0.08,0.26
"Sage","2023-05-11",13,87,9,7,116,0.112068965517241,0.75,0.0775862068965517,0.0603448275862069
"Valentine","2023-05-11",0,23,13,21,57,0,0.403508771929825,0.228070175438596,0.368421052631579
"Aurora","2023-05-12",0,57,9,13,79,0,0.721518987341772,0.113924050632911,0.164556962025316
"Brook","2023-05-12",4,69,0,1,74,0.0540540540540541,0.932432432432432,0,0.0135135135135135
"Iona","2023-05-12",20,30,4,13,67,0.298507462686567,0.447761194029851,0.0597014925373134,0.194029850746269
"Koda","2023-05-12",0,84,26,6,116,0,0.724137931034483,0.224137931034483,0.0517241379310345
"Marmalade","2023-05-12",0,5,5,13,23,0,0.217391304347826,0.217391304347826,0.565217391304348
"Nutmeg","2023-05-12",0,92,10,6,108,0,0.851851851851852,0.0925925925925926,0.0555555555555556
"Robin","2023-05-12",0,64,8,1,73,0,0.876712328767123,0.10958904109589,0.0136986301369863
"Sage","2023-05-12",0,61,12,13,86,0,0.709302325581395,0.13953488372093,0.151162790697674
"Valentine","2023-05-12",0,29,27,7,63,0,0.46031746031746,0.428571428571429,0.111111111111111
"Aurora","2023-05-13",0,62,0,6,68,0,0.911764705882353,0,0.0882352941176471
"Brook","2023-05-13",13,45,0,14,72,0.180555555555556,0.625,0,0.194444444444444
"Iona","2023-05-13",19,14,9,11,53,0.358490566037736,0.264150943396226,0.169811320754717,0.207547169811321
"Koda","2023-05-13",0,52,36,7,95,0,0.547368421052632,0.378947368421053,0.0736842105263158
"Marmalade","2023-05-13",7,0,0,7,14,0.5,0,0,0.5
"Nutmeg","2023-05-13",12,81,4,5,102,0.117647058823529,0.794117647058823,0.0392156862745098,0.0490196078431373
"Robin","2023-05-13",4,63,26,16,109,0.036697247706422,0.577981651376147,0.238532110091743,0.146788990825688
"Sage","2023-05-13",1,82,12,14,109,0.00917431192660551,0.752293577981651,0.110091743119266,0.128440366972477
"Valentine","2023-05-13",10,39,3,10,62,0.161290322580645,0.629032258064516,0.0483870967741935,0.161290322580645
"Aurora","2023-05-14",13,81,10,8,112,0.116071428571429,0.723214285714286,0.0892857142857143,0.0714285714285714
"Brook","2023-05-14",28,31,11,2,72,0.388888888888889,0.430555555555556,0.152777777777778,0.0277777777777778
"Iona","2023-05-14",14,15,31,16,76,0.184210526315789,0.197368421052632,0.407894736842105,0.210526315789474
"Koda","2023-05-14",0,68,27,13,108,0,0.62962962962963,0.25,0.12037037037037
"Marmalade","2023-05-14",35,8,0,13,56,0.625,0.142857142857143,0,0.232142857142857
"Nutmeg","2023-05-14",35,62,13,6,116,0.301724137931034,0.53448275862069,0.112068965517241,0.0517241379310345
"Robin","2023-05-14",14,71,2,6,93,0.150537634408602,0.763440860215054,0.021505376344086,0.0645161290322581
"Sage","2023-05-14",25,69,6,6,106,0.235849056603774,0.650943396226415,0.0566037735849057,0.0566037735849057
"Valentine","2023-05-14",7,45,2,10,64,0.109375,0.703125,0.03125,0.15625
"Aurora","2023-05-15",11,68,16,14,109,0.100917431192661,0.623853211009174,0.146788990825688,0.128440366972477
"Brook","2023-05-15",49,8,13,5,75,0.653333333333333,0.106666666666667,0.173333333333333,0.0666666666666667
"Iona","2023-05-15",17,16,29,10,72,0.236111111111111,0.222222222222222,0.402777777777778,0.138888888888889
"Koda","2023-05-15",0,42,18,6,66,0,0.636363636363636,0.272727272727273,0.0909090909090909
"Marmalade","2023-05-15",0,44,5,5,54,0,0.814814814814815,0.0925925925925926,0.0925925925925926
"Nutmeg","2023-05-15",0,87,13,4,104,0,0.836538461538462,0.125,0.0384615384615385
"Robin","2023-05-15",0,76,4,22,102,0,0.745098039215686,0.0392156862745098,0.215686274509804
"Sage","2023-05-15",33,42,6,4,85,0.388235294117647,0.494117647058824,0.0705882352941176,0.0470588235294118
"Valentine","2023-05-15",0,31,0,8,39,0,0.794871794871795,0,0.205128205128205
"Aurora","2023-05-16",0,22,22,5,49,0,0.448979591836735,0.448979591836735,0.102040816326531
"Brook","2023-05-16",24,28,0,13,65,0.369230769230769,0.430769230769231,0,0.2
"Iona","2023-05-16",16,2,0,8,26,0.615384615384615,0.0769230769230769,0,0.307692307692308
"Koda","2023-05-16",0,19,41,15,75,0,0.253333333333333,0.546666666666667,0.2
"Marmalade","2023-05-16",0,0,4,8,12,0,0,0.333333333333333,0.666666666666667
"Nutmeg","2023-05-16",36,16,0,25,77,0.467532467532468,0.207792207792208,0,0.324675324675325
"Robin","2023-05-16",0,116,14,13,143,0,0.811188811188811,0.0979020979020979,0.0909090909090909
"Sage","2023-05-16",41,34,11,10,96,0.427083333333333,0.354166666666667,0.114583333333333,0.104166666666667
"Valentine","2023-05-16",0,22,8,12,42,0,0.523809523809524,0.19047619047619,0.285714285714286
"Aurora","2023-05-17",0,26,7,9,42,0,0.619047619047619,0.166666666666667,0.214285714285714
"Brook","2023-05-17",0,36,8,9,53,0,0.679245283018868,0.150943396226415,0.169811320754717
"Iona","2023-05-17",26,0,0,15,41,0.634146341463415,0,0,0.365853658536585
"Koda","2023-05-17",0,0,22,24,46,0,0,0.478260869565217,0.521739130434783
"Marmalade","2023-05-17",0,4,4,3,11,0,0.363636363636364,0.363636363636364,0.272727272727273
"Nutmeg","2023-05-17",0,66,0,11,77,0,0.857142857142857,0,0.142857142857143
"Robin","2023-05-17",44,35,0,11,90,0.488888888888889,0.388888888888889,0,0.122222222222222
"Sage","2023-05-17",59,18,10,12,99,0.595959595959596,0.181818181818182,0.101010101010101,0.121212121212121
"Valentine","2023-05-17",0,18,5,7,30,0,0.6,0.166666666666667,0.233333333333333
"Aurora","2023-05-18",0,24,18,11,53,0,0.452830188679245,0.339622641509434,0.207547169811321
"Brook","2023-05-18",0,5,0,7,12,0,0.416666666666667,0,0.583333333333333
"Iona","2023-05-18",0,4,0,13,17,0,0.235294117647059,0,0.764705882352941
"Koda","2023-05-18",0,7,3,26,36,0,0.194444444444444,0.0833333333333333,0.722222222222222
"Marmalade","2023-05-18",0,0,0,17,17,0,0,0,1
"Nutmeg","2023-05-18",0,12,3,24,39,0,0.307692307692308,0.0769230769230769,0.615384615384615
"Robin","2023-05-18",15,85,20,6,126,0.119047619047619,0.674603174603175,0.158730158730159,0.0476190476190476
"Sage","2023-05-18",0,46,11,11,68,0,0.676470588235294,0.161764705882353,0.161764705882353
"Valentine","2023-05-18",0,12,0,19,31,0,0.387096774193548,0,0.612903225806452
"Aurora","2023-05-19",0,29,4,14,47,0,0.617021276595745,0.0851063829787234,0.297872340425532
"Brook","2023-05-19",0,26,13,6,45,0,0.577777777777778,0.288888888888889,0.133333333333333
"Iona","2023-05-19",7,0,0,14,21,0.333333333333333,0,0,0.666666666666667
"Koda","2023-05-19",0,14,9,17,40,0,0.35,0.225,0.425
"Marmalade","2023-05-19",0,7,0,5,12,0,0.583333333333333,0,0.416666666666667
"Nutmeg","2023-05-19",0,38,9,12,59,0,0.644067796610169,0.152542372881356,0.203389830508475
"Robin","2023-05-19",0,57,12,8,77,0,0.74025974025974,0.155844155844156,0.103896103896104
"Sage","2023-05-19",18,32,10,7,67,0.26865671641791,0.477611940298507,0.149253731343284,0.104477611940299
"Valentine","2023-05-19",9,10,5,20,44,0.204545454545455,0.227272727272727,0.113636363636364,0.454545454545455
"Aurora","2023-05-20",13,8,0,23,44,0.295454545454545,0.181818181818182,0,0.522727272727273
"Brook","2023-05-20",0,25,22,14,61,0,0.409836065573771,0.360655737704918,0.229508196721311
"Iona","2023-05-20",0,75,0,1,76,0,0.986842105263158,0,0.0131578947368421
"Koda","2023-05-20",0,75,19,9,103,0,0.728155339805825,0.184466019417476,0.087378640776699
"Marmalade","2023-05-20",10,35,8,12,65,0.153846153846154,0.538461538461538,0.123076923076923,0.184615384615385
"Nutmeg","2023-05-20",35,58,0,2,95,0.368421052631579,0.610526315789474,0,0.0210526315789474
"Robin","2023-05-20",15,91,0,0,106,0.141509433962264,0.858490566037736,0,0
"Sage","2023-05-20",49,58,0,7,114,0.429824561403509,0.508771929824561,0,0.0614035087719298
"Valentine","2023-05-20",0,51,15,5,71,0,0.71830985915493,0.211267605633803,0.0704225352112676
"Aurora","2023-05-21",0,23,15,14,52,0,0.442307692307692,0.288461538461538,0.269230769230769
"Brook","2023-05-21",0,33,13,7,53,0,0.622641509433962,0.245283018867925,0.132075471698113
"Iona","2023-05-21",0,1,26,7,34,0,0.0294117647058824,0.764705882352941,0.205882352941176
"Koda","2023-05-21",0,34,17,13,64,0,0.53125,0.265625,0.203125
"Marmalade","2023-05-21",0,3,12,5,20,0,0.15,0.6,0.25
"Nutmeg","2023-05-21",0,26,5,12,43,0,0.604651162790698,0.116279069767442,0.27906976744186
"Robin","2023-05-21",29,96,13,3,141,0.205673758865248,0.680851063829787,0.0921985815602837,0.0212765957446809
"Sage","2023-05-21",56,16,0,7,79,0.708860759493671,0.20253164556962,0,0.0886075949367089
"Valentine","2023-05-21",0,21,3,21,45,0,0.466666666666667,0.0666666666666667,0.466666666666667
"Aurora","2023-05-22",0,59,14,6,79,0,0.746835443037975,0.177215189873418,0.0759493670886076
"Brook","2023-05-22",0,34,11,6,51,0,0.666666666666667,0.215686274509804,0.117647058823529
"Iona","2023-05-22",14,14,24,8,60,0.233333333333333,0.233333333333333,0.4,0.133333333333333
"Koda","2023-05-22",0,65,35,10,110,0,0.590909090909091,0.318181818181818,0.0909090909090909
"Marmalade","2023-05-22",0,9,14,20,43,0,0.209302325581395,0.325581395348837,0.465116279069767
"Nutmeg","2023-05-22",7,64,8,14,93,0.0752688172043011,0.688172043010753,0.0860215053763441,0.150537634408602
"Robin","2023-05-22",0,52,9,7,68,0,0.764705882352941,0.132352941176471,0.102941176470588
"Sage","2023-05-22",0,81,11,6,98,0,0.826530612244898,0.112244897959184,0.0612244897959184
"Valentine","2023-05-22",0,49,25,2,76,0,0.644736842105263,0.328947368421053,0.0263157894736842
"Aurora","2023-05-23",0,63,0,9,72,0,0.875,0,0.125
"Brook","2023-05-23",0,30,10,14,54,0,0.555555555555556,0.185185185185185,0.259259259259259
"Iona","2023-05-23",0,31,21,11,63,0,0.492063492063492,0.333333333333333,0.174603174603175
"Koda","2023-05-23",0,30,25,14,69,0,0.434782608695652,0.36231884057971,0.202898550724638
"Marmalade","2023-05-23",0,0,0,15,15,0,0,0,1
"Nutmeg","2023-05-23",0,65,0,12,77,0,0.844155844155844,0,0.155844155844156
"Robin","2023-05-23",0,95,29,3,127,0,0.748031496062992,0.228346456692913,0.0236220472440945
"Sage","2023-05-23",0,78,38,4,120,0,0.65,0.316666666666667,0.0333333333333333
"Valentine","2023-05-23",0,40,22,9,71,0,0.563380281690141,0.309859154929577,0.126760563380282
"Aurora","2023-05-24",0,79,10,1,90,0,0.877777777777778,0.111111111111111,0.0111111111111111
"Brook","2023-05-24",28,17,18,3,66,0.424242424242424,0.257575757575758,0.272727272727273,0.0454545454545455
"Iona","2023-05-24",0,54,11,4,69,0,0.782608695652174,0.159420289855072,0.0579710144927536
"Koda","2023-05-24",0,53,63,8,124,0,0.42741935483871,0.508064516129032,0.0645161290322581
"Marmalade","2023-05-24",0,30,9,14,53,0,0.566037735849057,0.169811320754717,0.264150943396226
"Nutmeg","2023-05-24",8,84,13,8,113,0.0707964601769911,0.743362831858407,0.115044247787611,0.0707964601769911
"Robin","2023-05-24",15,84,13,2,114,0.131578947368421,0.736842105263158,0.114035087719298,0.0175438596491228
"Sage","2023-05-24",20,76,18,1,115,0.173913043478261,0.660869565217391,0.156521739130435,0.00869565217391304
"Valentine","2023-05-24",0,50,21,6,77,0,0.649350649350649,0.272727272727273,0.0779220779220779
"Aurora","2023-05-25",0,49,10,12,71,0,0.690140845070423,0.140845070422535,0.169014084507042
"Brook","2023-05-25",0,33,5,4,42,0,0.785714285714286,0.119047619047619,0.0952380952380952
"Iona","2023-05-25",0,0,0,11,11,0,0,0,1
"Koda","2023-05-25",0,43,43,5,91,0,0.472527472527473,0.472527472527473,0.0549450549450549
"Marmalade","2023-05-25",0,8,0,2,10,0,0.8,0,0.2
"Nutmeg","2023-05-25",24,21,0,14,59,0.406779661016949,0.355932203389831,0,0.23728813559322
"Robin","2023-05-25",29,90,8,5,132,0.21969696969697,0.681818181818182,0.0606060606060606,0.0378787878787879
"Sage","2023-05-25",0,34,15,8,57,0,0.596491228070175,0.263157894736842,0.140350877192982
"Valentine","2023-05-25",0,2,13,12,27,0,0.0740740740740741,0.481481481481481,0.444444444444444
"Aurora","2023-05-26",0,102,10,1,113,0,0.902654867256637,0.0884955752212389,0.00884955752212389
"Brook","2023-05-26",0,7,0,5,12,0,0.583333333333333,0,0.416666666666667
"Iona","2023-05-26",0,17,25,5,47,0,0.361702127659574,0.531914893617021,0.106382978723404
"Koda","2023-05-26",60,60,10,7,137,0.437956204379562,0.437956204379562,0.072992700729927,0.0510948905109489
"Marmalade","2023-05-26",0,0,0,20,20,0,0,0,1
"Nutmeg","2023-05-26",0,98,8,7,113,0,0.867256637168142,0.0707964601769911,0.0619469026548673
"Robin","2023-05-26",0,23,0,5,28,0,0.821428571428571,0,0.178571428571429
"Sage","2023-05-26",0,75,16,4,95,0,0.789473684210526,0.168421052631579,0.0421052631578947
"Valentine","2023-05-26",0,54,15,6,75,0,0.72,0.2,0.08
"Aurora","2023-05-27",0,61,15,8,84,0,0.726190476190476,0.178571428571429,0.0952380952380952
"Brook","2023-05-27",0,42,14,11,67,0,0.626865671641791,0.208955223880597,0.164179104477612
"Iona","2023-05-27",0,0,14,18,32,0,0,0.4375,0.5625
"Koda","2023-05-27",0,27,24,11,62,0,0.435483870967742,0.387096774193548,0.17741935483871
"Marmalade","2023-05-27",0,13,6,11,30,0,0.433333333333333,0.2,0.366666666666667
"Nutmeg","2023-05-27",0,70,0,8,78,0,0.897435897435897,0,0.102564102564103
"Robin","2023-05-27",0,62,16,4,82,0,0.75609756097561,0.195121951219512,0.0487804878048781
"Sage","2023-05-27",46,49,2,7,104,0.442307692307692,0.471153846153846,0.0192307692307692,0.0673076923076923
"Valentine","2023-05-27",23,21,19,1,64,0.359375,0.328125,0.296875,0.015625
"Aurora","2023-05-28",8,7,15,8,38,0.210526315789474,0.184210526315789,0.394736842105263,0.210526315789474
"Brook","2023-05-28",0,13,14,13,40,0,0.325,0.35,0.325
"Iona","2023-05-28",0,5,10,18,33,0,0.151515151515152,0.303030303030303,0.545454545454545
"Koda","2023-05-28",0,23,0,19,42,0,0.547619047619048,0,0.452380952380952
"Marmalade","2023-05-28",0,9,0,3,12,0,0.75,0,0.25
"Nutmeg","2023-05-28",0,27,18,2,47,0,0.574468085106383,0.382978723404255,0.0425531914893617
"Robin","2023-05-28",19,53,9,2,83,0.228915662650602,0.63855421686747,0.108433734939759,0.0240963855421687
"Sage","2023-05-28",5,30,13,21,69,0.072463768115942,0.434782608695652,0.188405797101449,0.304347826086957
"Valentine","2023-05-28",0,7,1,6,14,0,0.5,0.0714285714285714,0.428571428571429
"Aurora","2023-05-29",0,48,0,14,62,0,0.774193548387097,0,0.225806451612903
"Brook","2023-05-29",0,50,0,4,54,0,0.925925925925926,0,0.0740740740740741
"Iona","2023-05-29",11,19,34,13,77,0.142857142857143,0.246753246753247,0.441558441558442,0.168831168831169
"Koda","2023-05-29",20,49,12,7,88,0.227272727272727,0.556818181818182,0.136363636363636,0.0795454545454545
"Marmalade","2023-05-29",0,0,0,18,18,0,0,0,1
"Nutmeg","2023-05-29",0,74,17,9,100,0,0.74,0.17,0.09
"Robin","2023-05-29",23,72,9,5,109,0.211009174311927,0.660550458715596,0.0825688073394495,0.0458715596330275
"Sage","2023-05-29",45,25,12,18,100,0.45,0.25,0.12,0.18
"Valentine","2023-05-29",0,33,28,7,68,0,0.485294117647059,0.411764705882353,0.102941176470588
"Aurora","2023-05-30",20,23,8,4,55,0.363636363636364,0.418181818181818,0.145454545454545,0.0727272727272727
"Brook","2023-05-30",0,9,0,4,13,0,0.692307692307692,0,0.307692307692308
"Iona","2023-05-30",0,10,6,11,27,0,0.37037037037037,0.222222222222222,0.407407407407407
"Koda","2023-05-30",0,15,29,21,65,0,0.230769230769231,0.446153846153846,0.323076923076923
"Marmalade","2023-05-30",0,6,0,9,15,0,0.4,0,0.6
"Nutmeg","2023-05-30",0,33,3,10,46,0,0.717391304347826,0.0652173913043478,0.217391304347826
"Robin","2023-05-30",0,77,32,2,111,0,0.693693693693694,0.288288288288288,0.018018018018018
"Sage","2023-05-30",22,36,0,6,64,0.34375,0.5625,0,0.09375
"Valentine","2023-05-30",0,0,0,12,12,0,0,0,1
"Aurora","2023-05-31",0,24,11,5,40,0,0.6,0.275,0.125
"Brook","2023-05-31",0,12,0,2,14,0,0.857142857142857,0,0.142857142857143
"Iona","2023-05-31",0,0,0,11,11,0,0,0,1
"Koda","2023-05-31",0,27,14,13,54,0,0.5,0.259259259259259,0.240740740740741
"Marmalade","2023-05-31",0,0,0,7,7,0,0,0,1
"Nutmeg","2023-05-31",0,13,15,9,37,0,0.351351351351351,0.405405405405405,0.243243243243243
"Robin","2023-05-31",0,79,8,9,96,0,0.822916666666667,0.0833333333333333,0.09375
"Sage","2023-05-31",0,30,13,10,53,0,0.566037735849057,0.245283018867925,0.188679245283019
"Valentine","2023-05-31",0,0,0,12,12,0,0,0,1
"Aurora","2023-06-01",0,15,8,7,30,0,0.5,0.266666666666667,0.233333333333333
"Brook","2023-06-01",0,0,0,12,12,0,0,0,1
"Iona","2023-06-01",0,7,6,13,26,0,0.269230769230769,0.230769230769231,0.5
"Koda","2023-06-01",0,36,4,11,51,0,0.705882352941177,0.0784313725490196,0.215686274509804
"Marmalade","2023-06-01",0,12,14,10,36,0,0.333333333333333,0.388888888888889,0.277777777777778
"Nutmeg","2023-06-01",0,23,24,3,50,0,0.46,0.48,0.06
"Robin","2023-06-01",17,91,20,8,136,0.125,0.669117647058823,0.147058823529412,0.0588235294117647
"Sage","2023-06-01",0,33,8,16,57,0,0.578947368421053,0.140350877192982,0.280701754385965
"Valentine","2023-06-01",0,46,15,7,68,0,0.676470588235294,0.220588235294118,0.102941176470588
"Aurora","2023-06-02",0,17,9,29,55,0,0.309090909090909,0.163636363636364,0.527272727272727
"Brook","2023-06-02",0,57,12,3,72,0,0.791666666666667,0.166666666666667,0.0416666666666667
"Iona","2023-06-02",0,48,0,13,61,0,0.786885245901639,0,0.213114754098361
"Koda","2023-06-02",10,1,10,23,44,0.227272727272727,0.0227272727272727,0.227272727272727,0.522727272727273
"Marmalade","2023-06-02",0,17,21,8,46,0,0.369565217391304,0.456521739130435,0.173913043478261
"Nutmeg","2023-06-02",0,29,5,19,53,0,0.547169811320755,0.0943396226415094,0.358490566037736
"Robin","2023-06-02",0,59,44,3,106,0,0.556603773584906,0.415094339622642,0.0283018867924528
"Sage","2023-06-02",50,53,3,9,115,0.434782608695652,0.460869565217391,0.0260869565217391,0.0782608695652174
"Valentine","2023-06-02",0,29,30,12,71,0,0.408450704225352,0.422535211267606,0.169014084507042
"Aurora","2023-06-03",0,45,4,5,54,0,0.833333333333333,0.0740740740740741,0.0925925925925926
"Brook","2023-06-03",13,0,0,0,13,1,0,0,0
"Iona","2023-06-03",0,6,0,7,13,0,0.461538461538462,0,0.538461538461538
"Koda","2023-06-03",0,5,24,13,42,0,0.119047619047619,0.571428571428571,0.30952380952381
"Marmalade","2023-06-03",0,0,0,8,8,0,0,0,1
"Nutmeg","2023-06-03",0,30,13,16,59,0,0.508474576271186,0.220338983050847,0.271186440677966
"Robin","2023-06-03",33,49,11,2,95,0.347368421052632,0.515789473684211,0.115789473684211,0.0210526315789474
"Sage","2023-06-03",0,41,2,32,75,0,0.546666666666667,0.0266666666666667,0.426666666666667
"Valentine","2023-06-03",0,5,0,7,12,0,0.416666666666667,0,0.583333333333333
"Aurora","2023-06-04",0,17,16,15,48,0,0.354166666666667,0.333333333333333,0.3125
"Iona","2023-06-04",0,7,4,2,13,0,0.538461538461538,0.307692307692308,0.153846153846154
"Koda","2023-06-04",19,20,5,7,51,0.372549019607843,0.392156862745098,0.0980392156862745,0.137254901960784
"Marmalade","2023-06-04",0,0,0,11,11,0,0,0,1
"Nutmeg","2023-06-04",0,11,14,9,34,0,0.323529411764706,0.411764705882353,0.264705882352941
"Robin","2023-06-04",0,24,14,5,43,0,0.558139534883721,0.325581395348837,0.116279069767442
"Sage","2023-06-04",0,28,3,4,35,0,0.8,0.0857142857142857,0.114285714285714
"Valentine","2023-06-04",0,0,0,14,14,0,0,0,1
"Aurora","2023-06-05",30,1,10,19,60,0.5,0.0166666666666667,0.166666666666667,0.316666666666667
"Iona","2023-06-05",0,8,6,5,19,0,0.421052631578947,0.315789473684211,0.263157894736842
"Koda","2023-06-05",0,9,26,20,55,0,0.163636363636364,0.472727272727273,0.363636363636364
"Marmalade","2023-06-05",0,8,0,12,20,0,0.4,0,0.6
"Nutmeg","2023-06-05",0,25,2,16,43,0,0.581395348837209,0.0465116279069767,0.372093023255814
"Robin","2023-06-05",0,33,16,3,52,0,0.634615384615385,0.307692307692308,0.0576923076923077
"Sage","2023-06-05",0,15,2,20,37,0,0.405405405405405,0.0540540540540541,0.540540540540541
"Valentine","2023-06-05",0,0,0,9,9,0,0,0,1
"Aurora","2023-06-06",0,0,0,45,45,0,0,0,1
"Iona","2023-06-06",0,9,16,10,35,0,0.257142857142857,0.457142857142857,0.285714285714286
"Koda","2023-06-06",12,26,9,4,51,0.235294117647059,0.509803921568627,0.176470588235294,0.0784313725490196
"Marmalade","2023-06-06",0,0,0,14,14,0,0,0,1
"Nutmeg","2023-06-06",0,8,14,23,45,0,0.177777777777778,0.311111111111111,0.511111111111111
"Robin","2023-06-06",0,38,24,6,68,0,0.558823529411765,0.352941176470588,0.0882352941176471
"Sage","2023-06-06",7,0,0,5,12,0.583333333333333,0,0,0.416666666666667
"Valentine","2023-06-06",0,0,0,12,12,0,0,0,1
"Aurora","2023-06-07",0,24,5,9,38,0,0.631578947368421,0.131578947368421,0.236842105263158
"Fauna","2023-06-07",27,96,19,0,142,0.190140845070423,0.676056338028169,0.133802816901408,0
"Iona","2023-06-07",0,0,1,11,12,0,0,0.0833333333333333,0.916666666666667
"Jessie","2023-06-07",10,45,12,18,85,0.117647058823529,0.529411764705882,0.141176470588235,0.211764705882353
"Koda","2023-06-07",0,0,0,8,8,0,0,0,1
"Marmalade","2023-06-07",0,0,0,11,11,0,0,0,1
"Nutmeg","2023-06-07",0,23,0,6,29,0,0.793103448275862,0,0.206896551724138
"Robin","2023-06-07",0,9,0,29,38,0,0.236842105263158,0,0.763157894736842
"Sage","2023-06-07",0,7,0,3,10,0,0.7,0,0.3
"Sofi","2023-06-07",45,6,0,17,68,0.661764705882353,0.0882352941176471,0,0.25
"Timber","2023-06-07",8,46,7,11,72,0.111111111111111,0.638888888888889,0.0972222222222222,0.152777777777778
"Valentine","2023-06-07",0,0,0,9,9,0,0,0,1
"Aurora","2023-06-08",0,22,7,14,43,0,0.511627906976744,0.162790697674419,0.325581395348837
"Daisy","2023-06-08",0,33,16,8,57,0,0.578947368421053,0.280701754385965,0.140350877192982
"Fauna","2023-06-08",0,33,24,1,58,0,0.568965517241379,0.413793103448276,0.0172413793103448
"Iona","2023-06-08",6,0,8,11,25,0.24,0,0.32,0.44
"Jessie","2023-06-08",0,23,25,1,49,0,0.469387755102041,0.510204081632653,0.0204081632653061
"Kit","2023-06-08",26,48,15,14,103,0.252427184466019,0.466019417475728,0.145631067961165,0.135922330097087
"Koda","2023-06-08",28,12,8,9,57,0.491228070175439,0.210526315789474,0.140350877192982,0.157894736842105
"Marmalade","2023-06-08",0,0,0,14,14,0,0,0,1
"Nutmeg","2023-06-08",0,34,0,11,45,0,0.755555555555556,0,0.244444444444444
"Robin","2023-06-08",0,22,6,13,41,0,0.536585365853659,0.146341463414634,0.317073170731707
"Rowan","2023-06-08",69,44,2,0,115,0.6,0.382608695652174,0.0173913043478261,0
"Sage","2023-06-08",12,19,24,10,65,0.184615384615385,0.292307692307692,0.369230769230769,0.153846153846154
"Sofi","2023-06-08",5,27,16,2,50,0.1,0.54,0.32,0.04
"Sparkles","2023-06-08",15,22,0,9,46,0.326086956521739,0.478260869565217,0,0.195652173913043
"Timber","2023-06-08",0,29,0,10,39,0,0.743589743589744,0,0.256410256410256
"Valentine","2023-06-08",0,0,0,11,11,0,0,0,1
"Athena","2023-06-09",57,46,4,0,107,0.532710280373832,0.429906542056075,0.0373831775700935,0
"Aurora","2023-06-09",0,27,12,19,58,0,0.46551724137931,0.206896551724138,0.327586206896552
"Daisy","2023-06-09",0,28,0,14,42,0,0.666666666666667,0,0.333333333333333
"Fauna","2023-06-09",8,77,10,3,98,0.0816326530612245,0.785714285714286,0.102040816326531,0.0306122448979592
"Iona","2023-06-09",0,0,5,13,18,0,0,0.277777777777778,0.722222222222222
"Jessie","2023-06-09",12,32,5,6,55,0.218181818181818,0.581818181818182,0.0909090909090909,0.109090909090909
"Kit","2023-06-09",0,46,0,1,47,0,0.978723404255319,0,0.0212765957446809
"Koda","2023-06-09",23,0,0,28,51,0.450980392156863,0,0,0.549019607843137
"Maeve","2023-06-09",95,32,0,0,127,0.748031496062992,0.251968503937008,0,0
"Marmalade","2023-06-09",0,0,0,14,14,0,0,0,1
"Nutmeg","2023-06-09",0,20,4,23,47,0,0.425531914893617,0.0851063829787234,0.48936170212766
"River","2023-06-09",81,35,5,6,127,0.637795275590551,0.275590551181102,0.0393700787401575,0.047244094488189
"Robin","2023-06-09",25,23,7,2,57,0.43859649122807,0.403508771929825,0.12280701754386,0.0350877192982456
"Rowan","2023-06-09",0,30,0,11,41,0,0.731707317073171,0,0.268292682926829
"Sage","2023-06-09",0,45,6,5,56,0,0.803571428571429,0.107142857142857,0.0892857142857143
"Sofi","2023-06-09",24,75,10,2,111,0.216216216216216,0.675675675675676,0.0900900900900901,0.018018018018018
"Sparkles","2023-06-09",0,42,0,2,44,0,0.954545454545455,0,0.0454545454545455
"Timber","2023-06-09",0,31,0,12,43,0,0.720930232558139,0,0.27906976744186
"Valentine","2023-06-09",8,35,12,13,68,0.117647058823529,0.514705882352941,0.176470588235294,0.191176470588235
"Athena","2023-06-10",0,45,0,1,46,0,0.978260869565217,0,0.0217391304347826
"Aurora","2023-06-10",0,35,16,1,52,0,0.673076923076923,0.307692307692308,0.0192307692307692
"Avery","2023-06-10",0,46,5,0,51,0,0.901960784313726,0.0980392156862745,0
"Daisy","2023-06-10",0,14,0,13,27,0,0.518518518518518,0,0.481481481481481
"Dawn","2023-06-10",0,53,17,4,74,0,0.716216216216216,0.22972972972973,0.0540540540540541
