"id","date","dist_release"
"Marmalade",2023-01-25,559.633788981928
"Nutmeg",2023-01-25,1284.80784930259
"Aurora",2023-01-26,1249.70842490089
"Briar",2023-01-26,1262.32894951548
"Brook",2023-01-26,1267.95876666567
"Clover",2023-01-26,491.654118227899
"Iona",2023-01-26,151.375204646815
"Koda",2023-01-26,604.253513579795
"Prem",2023-01-26,566.747036196476
"Robin",2023-01-26,1259.52759354597
"Rove",2023-01-26,148.826356512982
"Sage",2023-01-26,609.930447030616
"Valentine",2023-01-26,1226.94343002283
"Marmalade",2023-01-26,491.893478684115
"Nutmeg",2023-01-26,1267.71715701624
"Aurora",2023-01-27,1302.8522609375
"Briar",2023-01-27,1289.28940359132
"Brook",2023-01-27,1304.00470087171
"Clover",2023-01-27,485.04081847237
"Iona",2023-01-27,114.008362850964
"Koda",2023-01-27,643.335754509865
"Prem",2023-01-27,639.958483285623
"Robin",2023-01-27,1307.4192898516
"Rove",2023-01-27,130.321544184723
"Sage",2023-01-27,636.041813689597
"Valentine",2023-01-27,1307.7196655119
"Marmalade",2023-01-27,480.818485044884
"Nutmeg",2023-01-27,1288.17211671133
"Aurora",2023-01-28,1282.93448477872
"Briar",2023-01-28,1286.80150269444
"Brook",2023-01-28,1293.06645348429
"Clover",2023-01-28,496.879143480342
"Iona",2023-01-28,101.607969474844
"Koda",2023-01-28,690.987961834479
"Prem",2023-01-28,652.042112686559
"Robin",2023-01-28,1281.18676882684
"Rove",2023-01-28,93.0471431838318
"Sage",2023-01-28,656.166384514788
"Valentine",2023-01-28,1288.54998755707
"Marmalade",2023-01-28,498.317422547889
"Nutmeg",2023-01-28,1284.85987088317
"Aurora",2023-01-29,1301.16681048041
"Briar",2023-01-29,1294.95636921378
"Brook",2023-01-29,1298.5116934221
"Clover",2023-01-29,510.680194368795
"Iona",2023-01-29,65.2122188876679
"Koda",2023-01-29,600.124260523342
"Prem",2023-01-29,598.353047021115
"Robin",2023-01-29,1300.07678550576
"Rove",2023-01-29,75.8038290021894
"Sage",2023-01-29,595.014110739113
"Valentine",2023-01-29,1300.71058155719
"Marmalade",2023-01-29,504.196953005113
"Nutmeg",2023-01-29,1294.83158873404
"Aurora",2023-01-30,1303.26226536668
"Briar",2023-01-30,1297.88541848781
"Brook",2023-01-30,1278.86500580721
"Clover",2023-01-30,470.01961698395
"Iona",2023-01-30,252.416736662698
"Koda",2023-01-30,562.708668432599
"Prem",2023-01-30,594.243695155787
"Robin",2023-01-30,1286.10762109941
"Rove",2023-01-30,246.251660226929
"Sage",2023-01-30,596.853279966244
"Valentine",2023-01-30,1304.96902216831
"Marmalade",2023-01-30,472.612766347376
"Nutmeg",2023-01-30,1304.63578693635
"Aurora",2023-01-31,1284.33094724752
"Briar",2023-01-31,1287.63269403627
"Brook",2023-01-31,1290.80682740587
"Clover",2023-01-31,470.62459945229
"Iona",2023-01-31,251.601237651499
"Koda",2023-01-31,620.075887122999
"Prem",2023-01-31,627.148105974803
"Robin",2023-01-31,1276.72060842504
"Rove",2023-01-31,247.517574967062
"Sage",2023-01-31,616.73778630502
"Valentine",2023-01-31,1281.62359077555
"Marmalade",2023-01-31,470.992727923068
"Nutmeg",2023-01-31,1283.08101045822
"Aurora",2023-02-01,1287.23025529993
"Briar",2023-02-01,1280.81777674549
"Brook",2023-02-01,1288.21184500421
"Clover",2023-02-01,495.239699642661
"Iona",2023-02-01,251.867514666786
"Koda",2023-02-01,595.912588505044
"Prem",2023-02-01,600.149022085273
"Robin",2023-02-01,1286.68218132458
"Rove",2023-02-01,253.609762638311
"Sage",2023-02-01,599.938595405395
"Valentine",2023-02-01,1294.15502916476
"Marmalade",2023-02-01,493.37525904201
"Nutmeg",2023-02-01,1302.95963736409
"Aurora",2023-02-02,1300.22326473787
"Briar",2023-02-02,1305.47280387573
"Brook",2023-02-02,1289.66100202324
"Clover",2023-02-02,455.38235300041
"Iona",2023-02-02,253.431340756099
"Koda",2023-02-02,558.603589559996
"Prem",2023-02-02,739.447999518154
"Robin",2023-02-02,1280.48843364284
"Rove",2023-02-02,250.844086172309
"Sage",2023-02-02,737.921675866439
